id	taxon	trait	dstate	value	units	country	state	created.by	created.date
7704	Hordeum depressum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7705	Hordeum intercedens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7706	Hordeum jubatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7707	Hordeum marinum ssp. gussoneanum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7708	Hordeum murinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7709	Hordeum murinum ssp. glaucum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7710	Hordeum murinum ssp. leporinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7711	Hordeum murinum ssp. murinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7712	Hyparrhenia hirta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7713	Imperata brevifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7714	Koeleria macrantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7715	Koeleria phleoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7716	Lagurus ovatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7717	Lamarckia aurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7718	Leersia oryzoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7719	Leptochloa fascicularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7720	Leptochloa mucronata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7721	Leptochloa uninervia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7722	Leptochloa viscida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7723	Leymus cinereus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7724	Leymus condensatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7725	Leymus mollis ssp. mollis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7726	Leymus X-multiflorus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7727	Leymus pacificus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7728	Leymus salinus ssp. mojavensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7729	Leymus triticoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7730	Leymus X-vancouverensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7731	Lolium multiflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7732	Lolium perenne	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7733	Lolium temulentum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7734	Lycurus setosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7735	Melica aristata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7736	Melica bulbosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7737	Melica californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7738	Melica frutescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7739	Melica fugax	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7740	Melica geyeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7741	Melica harfordii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7742	Melica imperfecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7743	Melica spectabilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7744	Melica stricta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7745	Melica subulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7746	Melica torreyana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7747	Miscanthus sinensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7748	Monanthochloe littoralis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7749	Muhlenbergia andina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7750	Muhlenbergia appressa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7751	Muhlenbergia arsenei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7752	Muhlenbergia asperifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7753	Muhlenbergia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7754	Muhlenbergia filiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7755	Muhlenbergia fragilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7756	Muhlenbergia jonesii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7757	Muhlenbergia mexicana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7758	Muhlenbergia microsperma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7759	Muhlenbergia minutissima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7760	Muhlenbergia montana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7761	Muhlenbergia pauciflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7762	Muhlenbergia porteri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7763	Muhlenbergia richardsonis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7764	Muhlenbergia rigens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7765	Muhlenbergia schreberi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7766	Muhlenbergia utilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7767	Munroa squarrosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7768	Nassella cernua	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7769	Nassella formicarum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7770	Nassella lepida	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7771	Nassella pulchra	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7772	Neostapfia colusana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7773	Orcuttia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7774	Orcuttia inaequalis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7775	Orcuttia pilosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7776	Orcuttia tenuis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7777	Orcuttia viscida	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7778	Oryza sativa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7779	Panicum acuminatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7780	Panicum acuminatum var. acuminatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7781	Panicum acuminatum var. lindheimeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7782	Panicum antidotale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7783	Panicum capillare	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7784	Panicum dichotomiflorum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7785	Panicum hillmanii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7786	Panicum hirticaule	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7787	Panicum miliaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7788	Panicum oligosanthes var. scribnerianum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7789	Panicum urvilleanum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7790	Parapholis incurva	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7791	Parapholis strigosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7792	Pascopyrum smithii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7793	Paspalum dilatatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7794	Paspalum distichum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7795	Paspalum notatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7796	Paspalum urvillei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7797	Pennisetum clandestinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7798	Pennisetum setaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7799	Pennisetum villosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7800	Phalaris angusta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7801	Phalaris aquatica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7802	Phalaris arundinacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7803	Phalaris brachystachys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7804	Phalaris californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7805	Phalaris canariensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7806	Phalaris caroliniana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7807	Phalaris lemmonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7808	Phalaris minor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7809	Phalaris paradoxa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7810	Phleum alpinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7811	Phleum pratense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7812	Phragmites australis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7813	Piptatherum micranthum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7814	Piptatherum miliaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7815	Piptochaetium setosum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7816	Pleuraphis jamesii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7817	Pleuraphis rigida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7818	Pleuropogon californicus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7819	Pleuropogon hooverianus	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7820	Pleuropogon refractus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7821	Poa annua	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7822	Poa atropurpurea	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7823	Poa bigelovii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7824	Poa bolanderi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7825	Poa bulbosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7826	Poa compressa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7827	Poa confinis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7828	Poa cusickii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7829	Poa cusickii ssp. cusickii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7830	Poa cusickii ssp. epilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7831	Poa cusickii ssp. pallida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7832	Poa cusickii ssp. purpurascens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7833	Poa douglasii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7834	Poa fendleriana ssp. longiligula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7835	Poa glauca ssp. rupicola	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7836	Poa howellii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7837	Poa infirma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7838	Poa keckii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7839	Poa kelloggii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7840	Poa leptocoma ssp. leptocoma	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7841	Poa lettermanii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7842	Poa macrantha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7843	Poa napensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7844	Poa nemoralis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7845	Poa palustris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7846	Poa pattersonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7847	Poa piperi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7848	Poa pratensis ssp. pratensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7849	Poa pringlei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7850	Poa rhizomata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7851	Poa secunda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7852	Poa secunda ssp. juncifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7853	Poa secunda ssp. secunda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7854	Poa sierrae	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7855	Poa stebbinsii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7856	Poa tenerrima	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7857	Poa trivialis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7858	Poa unilateralis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7859	Poa wheeleri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7860	Polypogon australis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7861	Polypogon elongatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7862	Polypogon interruptus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7863	Polypogon maritimus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7864	Polypogon monspeliensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7865	Pseudoroegneria spicata ssp. spicata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7866	Ptilagrostis kingii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7867	Puccinellia distans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7868	Puccinellia howellii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7869	Puccinellia lemmonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7870	Puccinellia nutkaensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7871	Puccinellia nuttalliana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7872	Puccinellia parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7873	Puccinellia pumila	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7874	Puccinellia simplex	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7875	Rhynchelytrum repens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7876	Saccharum ravennae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7877	Schismus arabicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7878	Schismus barbatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7879	Schizachyrium scoparium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7880	Sclerochloa dura	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7881	Scleropogon brevifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7882	Scribneria bolanderi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7883	Secale cereale	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7884	Setaria faberi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7885	Setaria gracilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7886	Setaria pumila	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7887	Setaria sphacelata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7888	Setaria verticillata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7889	Setaria viridis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7890	Sorghum bicolor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7891	Sorghum halepense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7892	Spartina alterniflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7893	Spartina densiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7894	Spartina foliosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7895	Spartina gracilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7896	Spartina patens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7897	Sphenopholis obtusata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7898	Sporobolus airoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7899	Sporobolus contractus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7900	Sporobolus cryptandrus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7901	Sporobolus flexuosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7902	Sporobolus indicus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7903	Sporobolus vaginiflorus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7904	Stenotaphrum secundatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7905	Swallenia alexandrae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7906	Taeniatherum caput-medusae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7907	Torreyochloa erecta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7908	Torreyochloa pallida var. pauciflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7909	Tridens muticus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7910	Trisetum canescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7911	Trisetum cernuum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7912	Trisetum flavescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7913	Trisetum spicatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7914	Trisetum wolfii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7915	Tuctoria greenei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7916	Tuctoria mucronata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
7917	Ventenata dubia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7918	Vulpia bromoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7919	Vulpia microstachys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7920	Vulpia microstachys var. ciliata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7921	Vulpia microstachys var. confusa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7922	Vulpia microstachys var. microstachys	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7923	Vulpia microstachys var. pauciflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7924	Vulpia myuros	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7925	Vulpia myuros var. hirsuta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7926	Vulpia myuros var. myuros	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7927	Vulpia octoflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7928	Vulpia octoflora var. hirtella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7929	Vulpia octoflora var. octoflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7930	Zizania palustris var. interior	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7931	Eichhornia crassipes	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7932	Heteranthera dubia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7933	Heteranthera limosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7934	Monochoria vaginalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7935	Potamogeton alpinus ssp. tenuifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7936	Potamogeton amplifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7937	Potamogeton crispus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7938	Potamogeton diversifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7939	Potamogeton epihydrus ssp. nuttallii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7940	Potamogeton filiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7941	Potamogeton foliosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7942	Potamogeton foliosus var. fibrillosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7943	Potamogeton foliosus var. foliosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7944	Potamogeton gramineus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7945	Potamogeton illinoensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7946	Potamogeton latifolius	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7947	Potamogeton natans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7948	Potamogeton nodosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7949	Potamogeton pectinatus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7950	Potamogeton praelongus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7951	Potamogeton pusillus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7952	Potamogeton pusillus var. pusillus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7953	Potamogeton pusillus var. tenuissimus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7954	Potamogeton richardsonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7955	Potamogeton robbinsii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7956	Potamogeton zosteriformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7957	Ruppia cirrhosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7958	Ruppia maritima	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7959	Scheuchzeria palustris ssp. americana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7960	Sparganium angustifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7961	Sparganium emersum ssp. emersum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7962	Sparganium erectum ssp. stoloniferum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7963	Sparganium eurycarpum ssp. eurycarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7964	Sparganium natans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7965	Typha angustifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7966	Typha domingensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7967	Typha latifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7968	Zannichellia palustris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7969	Phyllospadix scouleri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7970	Phyllospadix torreyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7971	Zostera marina	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
7972	Zostera pacifica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8000	Abronia gracilis ssp. platyphilla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8001	Abutilon aurantiacum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8002	Aesculus parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8003	Amauria rotundifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8004	Arctostaphylos peninsularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8005	Astragalus douglasii var. glaberrimus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8006	Astragalus hornii var. minutiflorus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8007	Astragalus insularis var. insularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8008	Atriplex barclayana ssp. dilatata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8009	Atriplex julacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8010	Baeriopsis guadalupensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8011	Calliandra californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8012	Camissonia proavita	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
8013	Cochemia pondii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
