id	taxon	N	country	state	county	place.name	collection	accession	notes	created.by	created.date	modified.by	modified.date	source.family	source.taxon	source.genus	source.species	source.subspp.taxa	source.original.location	collection.type	collection.date	source.N	sun_shade	RefFile	RefRecord	Notes	blade_area_cm2	specific_leaf_area_cm2_g-1	blade_length_cm	blade_width_cm	leaf_thickness_micron	Num_lflets
322	Cotoneaster serotinus	5	NA	NA	NA	NA	WPA	X-362*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster serotinus	Cotoneaster	serotinus			botanic garden	09/07/01	5	Sun	LfDat01.xls/WPA.2001	46		28.41	86.10	11.67	3.50		1
323	Cotoneaster splendens	5	NA	NA	NA	NA	WPA	198-65*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster splendens	Cotoneaster	splendens			botanic garden	09/07/01	5	Shade	LfDat01.xls/WPA.2001	47	shade	1.92	106.78	2.03	1.40		1
324	Cotoneaster sternianus	4	NA	NA	NA	NA	WPA	162-57*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster sternianus	Cotoneaster	sternianus			botanic garden	09/07/01	4	Shade	LfDat01.xls/WPA.2001	48	shade	4.86	149.45	5.33	1.80		1
325	Cotoneaster tomentosus	3	NA	NA	NA	NA	WPA	156-47*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster tomentosus	Cotoneaster	tomentosus			botanic garden	09/07/01	3	Shade	LfDat01.xls/WPA.2001	50	shade	5.45	163.47	3.97	1.73		1
326	Cotoneaster tomentosus	3	NA	NA	NA	NA	WPA	1281-45*B		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster tomentosus	Cotoneaster	tomentosus			botanic garden	09/07/01	3	Shade	LfDat01.xls/WPA.2001	49	shade	3.92	90.37	3.20	1.63		1
327	Cotoneaster wardii	4	NA	NA	NA	NA	WPA	374-78*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster wardii	Cotoneaster	wardii			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	51		3.83	102.10	3.40	1.67		1
328	Cotoneaster x wateri	5	NA	NA	NA	NA	WPA	235-75*A		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster x wateri	Cotoneaster	x_wateri			botanic garden	09/07/01	5	Sun	LfDat01.xls/WPA.2001	28		13.83	89.83	7.57	2.63		1
329	Cotoneaster zabelii	6	NA	NA	NA	NA	UCBG	80.1159		D. Ackerly	7/13/06			ROSACEAE	Cotoneaster zabelii	Cotoneaster	zabelii			botanic garden	07/24/01	6	Sun	LfDat01.xls/UCBG.2001	166		2.66	100.82	2.30	1.50		1
330	Crataegus coccinea	5	NA	NA	NA	NA	UCBG	85.0624		D. Ackerly	7/13/06			ROSACEAE	Crataegus coccinea	Crataegus	coccinea			botanic garden	06/19/01	5	Shade	LfDat01.xls/UCBG.2001	69	Shade	23.73	237.37	6.43	5.53		1
331	Crataegus columbiana	3	NA	NA	NA	NA	WPA	747-65*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus columbiana	Crataegus	columbiana			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	53		23.79	117.01	8.23	4.87		1
332	Crataegus crus-galli	5	NA	NA	NA	NA	UCBG	86.0625		D. Ackerly	7/13/06			ROSACEAE	Crataegus crus-galli	Crataegus	crus-galli			botanic garden	06/19/01	5	Sun	LfDat01.xls/UCBG.2001	70		20.67	104.62	8.67	4.03		1
333	Crataegus crus-galli	4	NA	NA	NA	NA	WPA	421-53*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus crus-galli	Crataegus	crus-galli			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	54	 	17.39	96.61	7.20	3.73		1
334	Crataegus douglasii	4	NA	NA	NA	NA	WPA	69-48*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus douglasii	Crataegus	douglasii			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	55		24.79	97.20	5.87	5.23		1
335	Crataegus jackii	4	NA	NA	NA	NA	WPA	1304-45*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus jackii	Crataegus	jackii			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	56		40.05	128.16	8.87	7.00		1
336	Crataegus mexicana	4	NA	NA	NA	NA	WPA	107-94*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus mexicana	Crataegus	mexicana			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	57		55.90	134.70	7.57	6.23		1
337	Crataegus microphylla	4	NA	NA	NA	NA	WPA	213-68*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus microphylla	Crataegus	microphylla			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	58	senescing	8.76	109.46	4.20	3.73		1
338	Crataegus mollis	4	NA	NA	NA	NA	UCBG	85.0627		D. Ackerly	7/13/06			ROSACEAE	Crataegus mollis	Crataegus	mollis			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	71		37.20	180.49	6.13	6.63		1
339	Crataegus monogyna	4	NA	NA	NA	NA	WPA	225-94*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus monogyna	Crataegus	monogyna			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	59		6.85	114.23	3.10	3.30		1
340	Crataegus monogyna	4	NA	NA	NA	NA	WPA	225-94*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus monogyna	Crataegus	monogyna			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	60		9.63	85.58	4.13	4.13		1
341	Crataegus nitida	3	NA	NA	NA	NA	WPA	108-94*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus nitida	Crataegus	nitida			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	62		24.44	84.26	8.83	4.40		1
342	Crataegus phaenopyrum	3	NA	NA	NA	NA	WPA	N.A.		D. Ackerly	7/13/06			ROSACEAE	Crataegus phaenopyrum	Crataegus	phaenopyrum			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	63	southeast US	18.79	93.94	6.47	5.23		1
343	Crataegus pinnatifida	3	NA	NA	NA	NA	UCBG			D. Ackerly	7/13/06			ROSACEAE	Crataegus pinnatifida	Crataegus	pinnatifida			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	167		44.39	58.95	9.87	9.47		1
344	Crataegus pubescens	4	NA	NA	NA	NA	UCBG	76.2049		D. Ackerly	7/13/06			ROSACEAE	Crataegus pubescens	Crataegus	pubescens			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	72		10.38	69.00	6.23	2.97		1
345	Crataegus punctata	4	NA	NA	NA	NA	UCBG	85.0628		D. Ackerly	7/13/06			ROSACEAE	Crataegus punctata	Crataegus	punctata			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	73		20.66	112.64	7.47	4.53		1
346	Crataegus wattiana	4	NA	NA	NA	NA	WPA	456-69*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus wattiana	Crataegus	wattiana			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	64		29.70	160.53	7.30	6.60		1
347	Crataegus wattiana	4	NA	NA	NA	NA	WPA	456-69*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus wattiana	Crataegus	wattiana			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	52		25.96	144.23	6.37	6.07		1
348	Crataegus wilsonii	4	NA	NA	NA	NA	WPA	43-84*A		D. Ackerly	7/13/06			ROSACEAE	Crataegus wilsonii	Crataegus	wilsonii			botanic garden	09/07/01	4	Sun	LfDat01.xls/WPA.2001	65		27.29	85.94	7.43	6.60		1
349	Cryptandra amara	10	NA	NA	NA	NA	UCSC	78.61		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra amara	Cryptandra	amara			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	35		0.07		0.26	0.10		1
350	Cryptandra amara	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra amara	Cryptandra	amara		South Australia, New South Wales, Queenslands	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	8			40.38	0.28	0.05		1
351	Cryptandra amara	1	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra amara	Cryptandra	amara			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	9		0.02	174.20				1
352	Cryptandra amara	1	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra amara	Cryptandra	amara			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	10			40.08				1
353	Cryptandra arbutifolia	3	Australia	Western Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra arbutifolia	Cryptandra	arbutifolia		Western Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	11		0.03	55.31	0.73	0.08		1
354	Cryptandra D'Altoni	3	Australia	South Australia	NA	Victoria	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra D'Altoni	Cryptandra	D'Altoni		South Australia (Victoria)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	12		0.10	47.81	0.80	0.20		1
355	Cryptandra hispidula	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra hispidula	Cryptandra	hispidula		South Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	13		0.02	57.20	0.58	0.07		1
356	Cryptandra hookeri	3	Australia	South Australia	NA	Victoria	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra hookeri	Cryptandra	hookeri		South Australia (Victoria)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	14		0.57	43.89	1.00	0.70		1
357	Cryptandra leucophracta	4	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra leucophracta	Cryptandra	leucophracta		South Australia	herbarium	00xxxx	4	Sun	LfDat00.xls/UCJEP.2000	15		0.15	32.68	0.50	0.37		1
358	Cryptandra myriantha	3	Australia	NA	NA	SW Australia	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra myriantha	Cryptandra	myriantha		SW Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	16		0.02	48.51	0.28	0.05		1
359	Cryptandra scartechini	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra scartechini	Cryptandra	scartechini			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	222		0.19	80.00	0.77	0.25		1
360	Cryptandra scartechini	3	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra scartechini	Cryptandra	scartechini			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	221		0.34	69.52	1.07	0.23		1
361	Cryptandra scoparia	3	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra scoparia	Cryptandra	scoparia			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	223		0.03	74.41	0.27	0.05		1
362	Cryptandra tomentosa	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra tomentosa	Cryptandra	tomentosa		South Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	17		0.01	35.09	0.28	0.05		1
363	Cryptandra tomentosa	1	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Cryptandra tomentosa	Cryptandra	tomentosa			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	18		0.01	51.28				1
364	Cydonia oblonga	1	NA	NA	NA	Alejandria	UCJEP	59261		D. Ackerly	7/13/06			ROSACEAE	Cydonia oblonga	Cydonia	oblonga		Alejandria	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	14		11.27	166.45				1
365	Cydonia oblonga	1	France	NA	NA	NA	UCJEP	859848		D. Ackerly	7/13/06			ROSACEAE	Cydonia oblonga	Cydonia	oblonga		France	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	15		13.16	161.45				1
366	Cydonia oblonga	1	Germany	NA	NA	NA	UCJEP	347611		D. Ackerly	7/13/06			ROSACEAE	Cydonia oblonga	Cydonia	oblonga		Germany	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	13		24.25	78.80				1
367	Dichotomanthes tristaniaecarpa	3	NA	NA	NA	NA	UCBG	41.0372		D. Ackerly	7/13/06			ROSACEAE	Dichotomanthes tristaniaecarpa	Dichotomanthes	tristaniaecarpa			botanic garden	07/24/01	3	Shade	LfDat01.xls/UCBG.2001	168	light shade	11.15	91.14	6.43	2.27		1
368	Discaria articulata	3	Chile	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria articulata	Discaria	articulata		chile	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	19		0.09	48.97	0.50			1
369	Discaria australis	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria australis	Discaria	australis		New South Wales (Australia)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	20		0.15	96.75	0.73	0.20		1
370	Discaria crenata	6	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria crenata	Discaria	crenata			herbarium	00xxxx	6	Sun	LfDat00.xls/UCJEP.2000	21		0.36	85.20	1.00	0.47		1
371	Discaria crenata	6	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria crenata	Discaria	crenata			herbarium	00xxxx	6	Sun	LfDat00.xls/UCJEP.2000	22		0.54	63.29	1.37	0.52		1
372	Discaria discaria	5	Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria discaria	Discaria	discaria		argentina	herbarium	00xxxx	5	Sun	LfDat00.xls/UCJEP.2000	23		0.20	55.42	0.70	0.35		1
373	Discaria discolor	3	Chile/Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria discolor	Discaria	discolor		chile, argentina	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	24		0.76	94.38	0.93	0.48		1
374	Discaria discolor	5	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria discolor	Discaria	discolor			herbarium	00xxxx	5	Sun	LfDat00.xls/UCJEP.2000	25		0.18	85.05	0.80	0.30		1
375	Discaria foliosa	3	Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria foliosa	Discaria	foliosa		argentina	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	26		0.78	135.55	1.80	0.55		1
376	Discaria foliosa	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria foliosa	Discaria	foliosa			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	27		0.82	81.16	1.63	0.77		1
377	Discaria longispina	3	Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria longispina	Discaria	longispina		argentina	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	28				0.63	0.15		1
378	Discaria longispina	2	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Discaria longispina	Discaria	longispina			herbarium	00xxxx	2	Sun	LfDat00.xls/UCJEP.2000	30		0.12	55.71				1
379	Discaria longispina	1	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria longispina	Discaria	longispina			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	29		0.06	45.90	0.60	0.15		1
380	Discaria nana	3	Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria nana	Discaria	nana		argentina	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	31		0.19	110.91	0.47	0.18		1
381	Discaria postrata	3	Chile/Argentina	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria postrata	Discaria	postrata		chile, argentina	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	32		0.05	57.50	0.43	0.13		1
382	Discaria postrata	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria postrata	Discaria	postrata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	33		0.19	103.76	0.57	0.30		1
383	Discaria serratifolia	3	Chile	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria serratifolia	Discaria	serratifolia		chile	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	38		0.36	82.84	1.80	0.70		1
384	Discaria serratifolia	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria serratifolia	Discaria	serratifolia			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	39		1.13	102.77	1.20	0.55		1
385	Discaria toumatou	3	NA	NA	NA	NA	UCBG	950207		D. Ackerly	7/13/06			RHAMNACEAE	Discaria toumatou	Discaria	toumatou			botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	22	leaves	0.49	80.11	1.03	0.47	344.62	1
386	Discaria toumatou	2	NA	NA	NA	NA	UCBG	950207		D. Ackerly	7/13/06			RHAMNACEAE	Discaria toumatou	Discaria	toumatou			botanic garden	00xxxx	2	Sun	LfDat00.xls/UCBG.2000	23	spines	0.64	40.96	4.40	0.20		0
387	Discaria toumatou	3	New Zealand	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria toumatou	Discaria	toumatou		new zealand	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	34	leaves	0.16	101.67	0.80	0.27		1
388	Discaria trinervis	4	NA	NA	NA	NA	UCBG	830329		D. Ackerly	7/13/06			RHAMNACEAE	Discaria trinervis	Discaria	trinervis			botanic garden	00xxxx	4	Sun	LfDat00.xls/UCBG.2000	24		0.58	77.30	1.43	0.45	435.91	1
389	Discaria trinervis	4	Chile/Argentina	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Discaria trinervis	Discaria	trinervis		chile, argentina	herbarium	00xxxx	4	Sun	LfDat00.xls/UCJEP.2000	37		0.29	58.99	1.43	0.40		1
390	Discaria trinervis	4	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Discaria trinervis	Discaria	trinervis			herbarium	00xxxx	4	Sun	LfDat00.xls/UCJEP.2000	35		0.49	81.36	1.37	0.47		1
391	Discaria trinervis	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Discaria trinervis	Discaria	trinervis			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	36		0.28	76.13	1.00	0.43		1
392	Eriobotrya acuminatissina	1	Philippines	NA	NA	NA	UCJEP	UC256559		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya acuminatissina	Eriobotrya	acuminatissina		Philippines	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	16		22.44	44.84				1
393	Eriobotrya bengalensis	1	Malaysia	NA	NA	Malay Peninsula	UCJEP	M003180		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya bengalensis	Eriobotrya	bengalensis		Malay Peninsula	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	19		29.34	62.27	13.00	5.83		1
394	Eriobotrya bengalensis		Malaysia	NA	NA	NA	UCJEP	UC1395625		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya bengalensis	Eriobotrya	bengalensis		Malaya	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	18			27.31				1
395	Eriobotrya bengalensis	2	Thailand?	NA	NA	NA	UCJEP	UC354708		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya bengalensis	Eriobotrya	bengalensis		Thailand ?	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	17		20.02	70.22	13.25	4.75		1
396	Eriobotrya japonica	1	Congo Belge	NA	NA	NA	UCJEP	M006228		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya japonica	Eriobotrya	japonica		Congo Belge	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	20		63.83	86.31				1
397	Eriobotrya japonica		El Salvador	NA	NA	NA	UCJEP	M284464		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya japonica	Eriobotrya	japonica		El Salvador	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	23			84.56	12.83	3.90		1
398	Eriobotrya japonica		Japan	NA	NA	NA	UCJEP	410500		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya japonica	Eriobotrya	japonica		Japan	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	21			54.83	13.37	4.57		1
399	Eriobotrya japonica		Mexico	NA	NA	NA	UCJEP	UC1591318		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya japonica	Eriobotrya	japonica		Mexico	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	22				13.17	4.67		1
400	Eriobotrya philippinensis	1	Philippines	NA	NA	NA	UCJEP	240429		D. Ackerly	7/13/06			ROSACEAE	Eriobotrya philippinensis	Eriobotrya	philippinensis		Philippines	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	24		12.77	41.57				1
401	Eriodictyon crassifolium var. nigrescens	3	USA	CA	Ventura	NA	UCBG	83.0084		D. Ackerly	7/13/06			HYDROPHYLLACEAE	Eriodictyon crassifolium var. denudatum	Eriodictyon	crassifolium	var._denudatum	Ventura Co.	botanic garden	3/23/01	3	Sun	LfDat01.xls/UCBG.2001	28	not on accession list	16.40333333	46.35019309	10.07	2.45		1
402	Eucommia ulmoides	3	NA	NA	NA	NA	UCBG	86.128		D. Ackerly	7/13/06			EUCOMMIACEAE	Eucommia ulmoides	Eucommia	ulmoides			botanic garden	6/19/01	3	Sun	LfDat01.xls/UCBG.2001	74		57.65	99.17	13.23	6.90		1
403	Eucommia ulmoides	3	NA	NA	NA	NA	WPA	130-43*A		D. Ackerly	7/13/06			EUCOMMIACEAE	Eucommia ulmoides	Eucommia	ulmoides			botanic garden	9/7/05	3	Sun	LfDat01.xls/WPA.2001	66		76.74	89.58	17.87	6.67		1
404	Eucommia ulmoides	3	NA	NA	NA	NA	WPA	228-79*A		D. Ackerly	7/13/06			EUCOMMIACEAE	Eucommia ulmoides	Eucommia	ulmoides			botanic garden	9/7/05	3	Sun	LfDat01.xls/WPA.2001	67		40.16	150.60	12.70	4.77		1
405	Exochorda giraldii	3	NA	NA	NA	NA	UCBG	75.0948		D. Ackerly	7/13/06			ROSACEAE	Exochorda giraldii	Exochorda	giraldii			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	169		16.21	142.71	6.83	3.40		1
406	Exochorda korolkowii	3	NA	NA	NA	NA	WPA	269-77*A		D. Ackerly	7/13/06			ROSACEAE	Exochorda korolkowii	Exochorda	korolkowii			botanic garden	09/07/01	3	Shade	LfDat01.xls/WPA.2001	68	shade	24.87	133.24	7.23	4.63		1
407	Exochorda racemosa	3	NA	NA	NA	NA	WPA	X-399*A		D. Ackerly	7/13/06			ROSACEAE	Exochorda racemosa	Exochorda	racemosa			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	69		12.37	105.99	6.40	2.67		1
408	Exochorda racemosa	3	NA	NA	NA	NA	UCBG	75.0949		D. Ackerly	7/13/06			ROSACEAE	Exochorda racemosa	Exochorda	racemosa			botanic garden	06/19/01	3	Shade	LfDat01.xls/UCBG.2001	75	Shade	47.79	205.83	11.63	6.27		1
409	Exochorda tianschanica	3	NA	NA	NA	NA	WPA	301-84*A		D. Ackerly	7/13/06			ROSACEAE	Exochorda tianschanica	Exochorda	tianschanica			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	70		9.88	98.82	5.63	2.43		1
410	Fremontodendron californicum	3	USA	CA	NA	Butano Ridge	UCSC			D. Ackerly	7/13/06			MALVACEAE	Fremontodendron californicum	Fremontodendron	californicum		Butano Ridge	botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	70		4.551666667	42.671875	3.07	2.40		1
411	Fremontodendron californicum	3	USA	CA	Monterey	Ft. Ord	UCSC			D. Ackerly	7/13/06			MALVACEAE	Fremontodendron californicum	Fremontodendron	californicum		Ft. Ord, Monterey	botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	71		2.874666667	35.93333333	2.47	2.60		1
412	Fremontodendron californicum ssp. cramifolium	3	NA	NA	NA	NA	UCSC	93.364		D. Ackerly	7/13/06			MALVACEAE	Fremontodendron californicum ssp. cramifolium	Fremontodendron	californicum	ssp._cramifolium		botanic garden	8/17/01	3	Shade	LfDat01.xls/UCSC.2001	69	shade	2.768	46.13333333	1.83	1.70		1
413	Fremontodendron californicum ssp. crassiformium	5	NA	NA	NA	NA	UCSC			D. Ackerly	7/13/06			MALVACEAE	Fremontodendron californicum ssp. crassiformium	Fremontodendron	californicum	ssp._crassiformium		botanic garden	8/17/01	5	Sun	LfDat01.xls/UCSC.2001	72		5.393	47.30701754	3.20	3.43		1
414	Garrya congdonii	2	USA	NA	NA	Walker Ridge serpentine	UCBG	97.0457		D. Ackerly	7/13/06			GARRYACEAE	Garrya congdonii	Garrya	congdonii		Walker Ridge, Serpentine	botanic garden	3/23/01	2	Sun	LfDat01.xls/UCBG.2001	33		5.14	35.72	3.50	2.03		1
415	Garrya congdonii	3	NA	NA	NA	NA	UCBG	97.0457		D. Ackerly	7/13/06			GARRYACEAE	Garrya congdonii	Garrya	congdonii			botanic garden	7/24/01	3	Shade	LfDat01.xls/UCBG.2001	170	shade	17.14	61.66	5.73	3.87		1
416	Garrya congdonii	4	NA	NA	NA	NA	WPA	460-90*A		D. Ackerly	7/13/06			GARRYACEAE	Garrya congdonii	Garrya	congdonii			botanic garden	9/7/05	4	Sun	LfDat01.xls/WPA.2001	71		17.76	62.87	6.17	3.57		1
417	Garrya elliptica	5	NA	NA	NA	NA	UCBG	53.1098		D. Ackerly	7/13/06			GARRYACEAE	Garrya elliptica	Garrya	elliptica		no specific location	botanic garden	2/15/01	5	Sun	LfDat01.xls/UCBG.2001	4		8.16	37.25	4.10	2.37		1
418	Garrya elliptica	4	USA	CA	Marin	S. of Inverness Park	UCBG	63.1274		D. Ackerly	7/13/06			GARRYACEAE	Garrya elliptica	Garrya	elliptica		S. of Inverness Park, Marin Co.	botanic garden	2/15/01	4	Sun	LfDat01.xls/UCBG.2001	15		9.26	38.35	4.93	3.27		1
419	Garrya elliptica	4	NA	NA	NA	NA	UCBG	63.1066		D. Ackerly	7/13/06			GARRYACEAE	Garrya elliptica	Garrya	elliptica			botanic garden	7/24/01	4	Sun	LfDat01.xls/UCBG.2001	171		15.23	47.32	5.97	3.67		1
420	Garrya elliptica	4	NA	NA	NA	NA	UCBG	64.1209		D. Ackerly	7/13/06			GARRYACEAE	Garrya elliptica	Garrya	elliptica			botanic garden	7/24/01	4	Sun	LfDat01.xls/UCBG.2001	172		11.47	36.99	5.53	3.00		1
