taxon	plot	abund	seed_mass	wood_density	leaf_size	specific_leaf_area	leaf_Nmass	maximum_height	vessel_density	vessel_area	leaf_area2sapwood_area	total_lumen_area	leaf_Narea
Rubus ursinus	42	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	43	15	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	45	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	46	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	47	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Salix lasiolepis	20	5	0.1335	0.52847933	19.68963333	128.7254204	1.825445589	7.5	470.35	0.4037	61.15	189.882	1.418092543
Salix lucida ssp. lasiandra	21	30	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	22	70	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	24	15	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	25	50	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	28	50	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	31	15	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Salix lucida ssp. lasiandra	47	15	0.041236364	0.430760959	19.74870966	197.7459383	2.960966593	21.4	408.92	0.5209	109.98	213.007	1.497358994
Sambucus mexicana	1	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	5	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	13	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	15	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	23	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	39	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sambucus mexicana	50	5	3.854515432	0.452646193	22.93086905	103.9559535	1.115752665	10	365.86	0.4077	67.97	149.161	1.073293667
Sequoia sempervirens	22	5	3.713235294	0.568618878	0.245968029	110.1885352	1.232283441	30	NA	NA	NA	NA	1.118340887
Sequoia sempervirens	45	5	3.713235294	0.568618878	0.245968029	110.1885352	1.232283441	30	NA	NA	NA	NA	1.118340887
Solanum umbelliferum	1	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	6	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	15	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	16	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	18	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	30	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Solanum umbelliferum	49	5	9.13	0.549590478	2.015985893	161.3583009	3.198432996	1.9	272.31	0.3724	15.41	101.409	1.982193031
Symphoricarpos albus var. laevigatus	1	15	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	2	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	15	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	40	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	42	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	43	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	45	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	46	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos albus var. laevigatus	47	5	5.496337255	0.781763774	5.18768189	356.9494625	1.55082251	1.7	596.18	0.2184	113.51	130.207	0.434465568
Symphoricarpos mollis	2	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	3	15	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	5	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	9	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	15	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	19	15	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	20	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	26	15	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	27	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	28	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	38	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	41	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	42	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	43	30	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	46	5	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Symphoricarpos mollis	48	15	7.9525	0.714931147	5.003646077	365.5852275	1.658164211	0.6	424.96	0.1351	89.34	57.412	0.453564336
Toxicodendron diversilobum	1	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	2	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	3	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	4	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	5	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	6	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	7	50	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	9	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	10	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	11	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	12	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	13	50	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	14	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	15	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	17	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	18	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	19	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	20	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	21	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	22	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	23	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	25	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	26	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	27	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	30	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	34	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	35	30	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	37	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	38	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	39	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	40	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	41	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	42	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	43	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	45	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	46	15	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	47	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	48	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Toxicodendron diversilobum	49	5	35.22753247	0.631978905	10.53019346	226.3093795	1.420697927	NA	NA	NA	NA	NA	0.627768027
Umbellularia californica	1	15	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	2	30	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	3	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	5	15	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	11	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	19	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	20	30	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	26	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	27	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	30	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	38	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	40	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	41	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	42	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	43	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	45	15	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	46	30	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	47	50	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	48	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
Umbellularia californica	50	5	2909.54225	0.515209888	16.15197838	107.5433282	1.808189345	28.4	137.39	0.5002	82.81	68.722	1.681358923
