taxon	plot	abund	seed_mass	wood_density	leaf_size	specific_leaf_area	leaf_Nmass	maximum_height	vessel_density	vessel_area	leaf_area2sapwood_area	total_lumen_area	leaf_Narea
Lonicera hispidula var. vacillans	41	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lonicera hispidula var. vacillans	42	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lonicera hispidula var. vacillans	43	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lonicera hispidula var. vacillans	45	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lonicera hispidula var. vacillans	46	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lonicera hispidula var. vacillans	47	5	7.750407407	0.574184912	6.280271421	163.964229	1.203302413	NA	713.2	0.2525	59.16	180.084	0.733881055
Lotus scoparius	4	5	0.954992586	0.735002217	0.049993968	89.56297463	1.525111807	1.5	432.89	0.1672	10.08	72.379	1.702837376
Lotus scoparius	6	5	0.954992586	0.735002217	0.049993968	89.56297463	1.525111807	1.5	432.89	0.1672	10.08	72.379	1.702837376
Lotus scoparius	10	5	0.954992586	0.735002217	0.049993968	89.56297463	1.525111807	1.5	432.89	0.1672	10.08	72.379	1.702837376
Lotus scoparius	30	5	0.954992586	0.735002217	0.049993968	89.56297463	1.525111807	1.5	432.89	0.1672	10.08	72.379	1.702837376
Lotus scoparius	37	5	0.954992586	0.735002217	0.049993968	89.56297463	1.525111807	1.5	432.89	0.1672	10.08	72.379	1.702837376
Mimulus aurantiacus	3	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	5	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	6	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	7	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	10	15	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	11	15	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	13	30	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	14	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	15	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	26	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	27	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	30	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	34	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	37	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	41	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	46	5	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Mimulus aurantiacus	49	15	0.045652367	0.616491071	2.30549623	71.87446083	1.051412681	2.2	590.92	0.1692	24.5	99.984	1.462846008
Oemleria cerasiformis	7	5	197.58815	0.740596043	11.70188186	171.3715115	1.92810526	2.5	535.48	0.2039	47.8	109.185	1.125102558
Oemleria cerasiformis	13	5	197.58815	0.740596043	11.70188186	171.3715115	1.92810526	2.5	535.48	0.2039	47.8	109.185	1.125102558
Oemleria cerasiformis	42	5	197.58815	0.740596043	11.70188186	171.3715115	1.92810526	2.5	535.48	0.2039	47.8	109.185	1.125102558
Oemleria cerasiformis	43	5	197.58815	0.740596043	11.70188186	171.3715115	1.92810526	2.5	535.48	0.2039	47.8	109.185	1.125102558
Oemleria cerasiformis	50	5	197.58815	0.740596043	11.70188186	171.3715115	1.92810526	2.5	535.48	0.2039	47.8	109.185	1.125102558
Populus balsamifera ssp. trichocarpa	28	5	4.5	0.428060041	27.74644444	176.959606	2.006093831	6.9	363.81	0.6249	71.97	227.347	1.13364506
Prunus ilicifolia ssp. ilicifolia	4	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	6	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	7	15	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	10	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	11	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	12	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	18	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	30	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	35	15	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	37	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	39	15	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	48	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	49	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Prunus ilicifolia ssp. ilicifolia	50	5	1653.822222	0.733638359	6.844612571	69.79041536	1.665397127	4.5	469.66	0.2646	73.5	124.272	2.386283444
Pseudotsuga menziesii var. menziesii	45	5	11.25482256	0.527565184	0.275313007	127.9655721	1.273359556	45	NA	NA	NA	NA	0.995079798
Quercus agrifolia var. agrifolia	1	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	2	50	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	3	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	4	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	5	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	6	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	9	90	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	10	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	11	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	13	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	15	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	17	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	18	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	19	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	20	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	22	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	23	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	26	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	27	70	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	30	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	34	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	35	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	37	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	38	70	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	40	70	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	41	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	42	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	43	50	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	45	30	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	46	50	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	47	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	48	15	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	49	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus agrifolia var. agrifolia	50	5	2272.727273	0.699992353	11.12246861	66.03314423	1.355962572	19.5	209.48	0.5426	34.76	113.666	2.053457529
Quercus douglasii	2	15	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	3	5	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	17	30	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	23	5	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	26	50	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	41	30	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	43	5	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	46	5	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus douglasii	50	5	4545.454545	0.754874567	10.35036514	74.92223504	1.61781776	18.3	158.98	0.5138	41.49	81.685	2.159329282
Quercus durata var. durata	4	5	3095.84	0.685703145	3.3310494	75.79257998	1.371976895	2.7	211.7	0.313	22.35	66.261	1.8101731
Quercus durata var. durata	9	5	3095.84	0.685703145	3.3310494	75.79257998	1.371976895	2.7	211.7	0.313	22.35	66.261	1.8101731
Quercus durata var. durata	12	15	3095.84	0.685703145	3.3310494	75.79257998	1.371976895	2.7	211.7	0.313	22.35	66.261	1.8101731
Quercus durata var. durata	41	5	3095.84	0.685703145	3.3310494	75.79257998	1.371976895	2.7	211.7	0.313	22.35	66.261	1.8101731
Quercus kelloggii	3	30	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	5	15	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	26	5	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	38	5	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	42	15	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	43	5	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus kelloggii	46	5	4784.688995	0.721925273	43.6725	111.8962685	1.827238475	25.2	139.87	0.8993	73.8	125.789	1.632975343
Quercus lobata	1	50	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	9	5	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	15	5	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	19	30	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	23	15	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	38	30	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	41	5	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Quercus lobata	42	15	4116.092624	0.70483516	24.85586988	114.7942761	2.211636232	17.8	199.65	0.473	41.51	94.437	1.926608458
Rhamnus californica ssp. californica	2	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	9	15	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	13	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	27	15	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	37	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	38	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	40	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	42	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus californica ssp. californica	45	5	95.31984127	0.496489447	10.74385434	140.4425908	1.499581736	3.6	470.85	0.196	64.22	92.286	1.067754253
Rhamnus crocea	1	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	6	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	7	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	11	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	12	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	13	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	15	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	16	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	19	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	27	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	30	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	34	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	37	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	38	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	39	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	41	15	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	48	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Rhamnus crocea	49	5	7.375502165	0.751476347	1.159353368	99.97552911	1.677381525	2.8	222.84	0.1356	9.41	30.217	1.677792095
Ribes californicum var. californicum	1	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	3	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	4	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	5	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	6	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	11	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	13	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	14	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	15	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	16	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	18	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	19	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	21	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	27	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	30	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	35	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	37	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	38	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	40	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	45	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	48	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes californicum var. californicum	49	5	3.313222222	0.730743656	2.838049142	220.2705446	1.745311321	3.2	353.35	0.2706	16.79	95.617	0.792348938
Ribes divaricatum var. pubiflorum	24	15	2.06122449	0.681289553	11.98083333	345.8460195	2.286224575	3.2	416.81	0.2259	63.57	94.157	0.661052736
Ribes divaricatum var. pubiflorum	25	15	2.06122449	0.681289553	11.98083333	345.8460195	2.286224575	3.2	416.81	0.2259	63.57	94.157	0.661052736
Ribes divaricatum var. pubiflorum	28	15	2.06122449	0.681289553	11.98083333	345.8460195	2.286224575	3.2	416.81	0.2259	63.57	94.157	0.661052736
Ribes divaricatum var. pubiflorum	31	5	2.06122449	0.681289553	11.98083333	345.8460195	2.286224575	3.2	416.81	0.2259	63.57	94.157	0.661052736
Ribes malvaceum var. malvaceum	18	5	1.716	0.677569517	12.40525	203.9301665	1.966582705	0.8	267.1	0.2558	27.42	68.325	0.964341244
Ribes sanguineum var. glutinosum	21	5	3.207086124	0.601543955	32.95775873	324.8097073	2.548636226	1.9	304.42	0.3267	111.35	99.454	0.78465519
Ribes sanguineum var. glutinosum	22	5	3.207086124	0.601543955	32.95775873	324.8097073	2.548636226	1.9	304.42	0.3267	111.35	99.454	0.78465519
Ribes sanguineum var. glutinosum	24	5	3.207086124	0.601543955	32.95775873	324.8097073	2.548636226	1.9	304.42	0.3267	111.35	99.454	0.78465519
Ribes sanguineum var. glutinosum	28	5	3.207086124	0.601543955	32.95775873	324.8097073	2.548636226	1.9	304.42	0.3267	111.35	99.454	0.78465519
Ribes sanguineum var. glutinosum	31	5	3.207086124	0.601543955	32.95775873	324.8097073	2.548636226	1.9	304.42	0.3267	111.35	99.454	0.78465519
Rosa californica	1	5	10.19768627	0.700425857	2.486005708	219.0257853	1.59670185	1.9	486.53	0.2806	107.96	136.521	0.72900177
Rosa californica	31	5	10.19768627	0.700425857	2.486005708	219.0257853	1.59670185	1.9	486.53	0.2806	107.96	136.521	0.72900177
Rosa californica	40	5	10.19768627	0.700425857	2.486005708	219.0257853	1.59670185	1.9	486.53	0.2806	107.96	136.521	0.72900177
Rosa spithamea	26	5	0.319	0.619497843	1.659646154	252.7762676	1.445709309	0.9	754.49	0.1381	59.83	104.195	0.571932374
Rosa spithamea	43	5	0.319	0.619497843	1.659646154	252.7762676	1.445709309	0.9	754.49	0.1381	59.83	104.195	0.571932374
Rubus parviflorus	21	5	1.262176471	0.658119055	152.573375	449.3613311	2.194309958	1.8	333.88	0.6034	208.89	201.462	0.488317487
Rubus parviflorus	22	5	1.262176471	0.658119055	152.573375	449.3613311	2.194309958	1.8	333.88	0.6034	208.89	201.462	0.488317487
Rubus parviflorus	24	5	1.262176471	0.658119055	152.573375	449.3613311	2.194309958	1.8	333.88	0.6034	208.89	201.462	0.488317487
Rubus parviflorus	28	5	1.262176471	0.658119055	152.573375	449.3613311	2.194309958	1.8	333.88	0.6034	208.89	201.462	0.488317487
Rubus ursinus	1	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	2	15	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	3	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	5	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	20	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	22	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	25	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	31	5	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
Rubus ursinus	40	30	1.988631193	0.427255796	17.93475	289.1987828	2.010380458	2.4	383.83	0.6304	177.36	241.965	0.695155228
