id	means.id	source	source.id	taxon	trait	dstate	cval	units	country	state	county	place	lat	long
222	97	bsh	2	Abies magnifica var. magnifica	seed_mass	NA	68.726	mg	USA	CA	NA	NA	NA	NA
223	105	bsh	2801	Picea sitchensis	seed_mass	NA	2.16	mg	USA	CA	NA	NA	NA	NA
224	105	bsh	2802	Picea sitchensis	seed_mass	NA	1.544	mg	USA	CA	NA	NA	NA	NA
225	106	bsh	2805	Pinus attenuata	seed_mass	NA	19	mg	USA	CA	NA	NA	NA	NA
226	106	bsh	2806	Pinus attenuata	seed_mass	NA	24.428	mg	USA	CA	NA	NA	NA	NA
227	107	bsh	2807	Pinus contorta ssp. contorta	seed_mass	NA	3.36	mg	USA	CA	NA	NA	NA	NA
228	108	bsh	2808	Pinus lambertiana	seed_mass	NA	215.995	mg	USA	CA	NA	NA	NA	NA
229	109	bsh	2809	Pinus monophylla	seed_mass	NA	703.18	mg	USA	CA	NA	NA	NA	NA
230	109	bsh	2810	Pinus monophylla	seed_mass	NA	377.992	mg	USA	CA	NA	NA	NA	NA
231	110	bsh	2811	Pinus muricata	seed_mass	NA	13.788	mg	USA	CA	NA	NA	NA	NA
232	110	bsh	2812	Pinus muricata	seed_mass	NA	9.072	mg	USA	CA	NA	NA	NA	NA
233	110	bsh	2815	Pinus muricata	seed_mass	NA	28.457	mg	USA	CA	NA	NA	NA	NA
234	111	bsh	2813	Pinus radiata	seed_mass	NA	21.92	mg	USA	CA	NA	NA	NA	NA
235	111	bsh	2814	Pinus radiata	seed_mass	NA	28.349	mg	USA	CA	NA	NA	NA	NA
236	112	bsh	2994	Pseudotsuga menziesii var. menziesii	seed_mass	NA	13.957	mg	USA	CA	NA	NA	NA	NA
237	112	bsh	2995	Pseudotsuga menziesii var. menziesii	seed_mass	NA	9.028	mg	USA	CA	NA	NA	NA	NA
238	77	cornwell06	1	Ceanothus cuneatus var. cuneatus	seed_mass	NA	8.83	mg	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
239	90	cornwell06	2	Ceanothus oliganthus var. sorediatus	seed_mass	NA	4.03	mg	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
240	113	cornwell06	3	Ceanothus cuneatus var. cuneatus	wood_density	NA	8.83	g/cm3	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
241	114	cornwell06	4	Ceanothus oliganthus var. sorediatus	wood_density	NA	0.67	g/cm3	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
242	116	cornwell06	5	Ceanothus cuneatus var. cuneatus	max_height	NA	3.2	m	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
243	117	cornwell06	6	Ceanothus oliganthus var. sorediatus	max_height	NA	4.2	m	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
244	116	cornwell06	7	Ceanothus cuneatus var. cuneatus	max_height	NA	3.2	m	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
245	118	cornwell06	8	Cupressus goveniana	max_height	NA	4.2	m	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
246	115	cornwell06	9	Ceanothus arboreus	max_height	NA	4.2	m	USA	CA	San Mateo	Jasper Ridge Biological Preserve	37.4	-122.25
247	119	cornwell06	10	Ceanothus arboreus	plant_habit	wnan	0	NA	NA	NA	NA	NA	NA	NA
248	119	cornwell06	11	Ceanothus arboreus	plant_habit	span	0	NA	NA	NA	NA	NA	NA	NA
249	119	cornwell06	12	Ceanothus arboreus	plant_habit	suan	0	NA	NA	NA	NA	NA	NA	NA
250	119	cornwell06	13	Ceanothus arboreus	plant_habit	pehe	0	NA	NA	NA	NA	NA	NA	NA
251	119	cornwell06	14	Ceanothus arboreus	plant_habit	sh	3	NA	NA	NA	NA	NA	NA	NA
252	119	cornwell06	15	Ceanothus arboreus	plant_habit	tr	1	NA	NA	NA	NA	NA	NA	NA
253	120	cornwell06	16	Ceanothus oliganthus var. sorediatus	plant_habit	wnan	0	NA	NA	NA	NA	NA	NA	NA
254	120	cornwell06	17	Ceanothus oliganthus var. sorediatus	plant_habit	span	0	NA	NA	NA	NA	NA	NA	NA
255	120	cornwell06	18	Ceanothus oliganthus var. sorediatus	plant_habit	suan	0	NA	NA	NA	NA	NA	NA	NA
256	120	cornwell06	19	Ceanothus oliganthus var. sorediatus	plant_habit	pehe	1	NA	NA	NA	NA	NA	NA	NA
257	120	cornwell06	20	Ceanothus oliganthus var. sorediatus	plant_habit	sh	3	NA	NA	NA	NA	NA	NA	NA
258	120	cornwell06	21	Ceanothus oliganthus var. sorediatus	plant_habit	tr	0	NA	NA	NA	NA	NA	NA	NA
