id	taxon	trait	dstate	cval	units	country	state	county	place.name	lat	long	loc.conf_km	created.by	created.date	modified.by	modified.date	notes	source.taxon	specimen.type	Source	Accession	Date	LvsSampled	leaf.light.env	source.notes	source.notes
128	Ceanothus integerrimus	specific_leaf_area		101.82	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus integerrimus	B	UCBG	87.1311	07/24/01	6	Sun		
146	Ceanothus oliganthus var. oliganthus	specific_leaf_area		130.51	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus oliganthus var. oliganthus	B	UCBG	87.1620	07/24/01	6	Sun	var name added by default	
99	Ceanothus cuneatus var. fascicularis	specific_leaf_area		46.32	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus cuneatus var. fascicularis	B	UCBG	88.1259	07/24/01	4	Sun		
109	Ceanothus gloriosus var. exaltatus	specific_leaf_area		51.26	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus gloriosus var. exaltatus	B	UCBG	88.1281	07/24/01	4	Sun		
158	Ceanothus thyrsiflorus	specific_leaf_area		144.22	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus thyrsiflorus	B	UCSC	88.133	8/17/01	4	Sun		
165	Ceanothus thyrsiflorus	specific_leaf_area		65.54	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus thyrsiflorus	B	UCSC	88.133	8/17/01	6	Sun	var name added by default	
162	Ceanothus thyrsiflorus	specific_leaf_area		76.76	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus thyrsiflorus	B	UCSC	88.137	8/17/01	4	Sun	var name added by default	
121	Ceanothus hearstiorum	specific_leaf_area			cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus hearstiorum	B	UCSC	88.208	8/17/01	4	Sun		
154	Ceanothus purpureus	specific_leaf_area		37.42	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus purpureus	B	UCSC	88.208	8/17/01	4	Sun		
166	Ceanothus thyrsiflorus	specific_leaf_area		63.20	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus thyrsiflorus	B	UCSC	88.237	8/17/01	3	Sun	var name added by default	
88	Ceanothus arboreus	specific_leaf_area		104.80	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus arboreus	B	UCBG	89.1079	07/24/01	3	Sun		
131	Ceanothus jepsonii var. jepsonii	specific_leaf_area		24.35	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus jepsonii var. jepsonii	B	UCBG	89.1959	07/24/01	4	Sun		
132	Ceanothus lemmonii	specific_leaf_area		147.02	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus lemmonii	B	UCBG	90.1086	07/24/01	3	Sun		
139	Ceanothus maritimus	specific_leaf_area		30.51	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus maritimus	B	UCSC	90.11	8/17/01	5	Sun		
134	Ceanothus maritimus	specific_leaf_area		46.00	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus maritimus	B	UCSC	90.15	8/17/01	5	Sun		
111	Ceanothus gloriosus var. gloriosus	specific_leaf_area		35.17	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus gloriosus var. gloriosus	B	UCSC	90.31	8/17/01	10	Sun	var name added by default	
97	Ceanothus cuneatus var. cuneatus	specific_leaf_area		47.24	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus cuneatus var. cuneatus	B	UCSC	90.6	8/17/01	5	Shade	shade; var name added by default	
116	Ceanothus griseus	specific_leaf_area		64.64	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus griseus	B	UCSC	90.770	8/17/01	5	Sun		
138	Ceanothus maritimus	specific_leaf_area		33.42	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus maritimus	B	UCSC	90.8	8/17/01	5	Sun		
140	Ceanothus maritimus	specific_leaf_area		17.03	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus maritimus	B	UCSC	90.9	8/17/01	5	Sun		
94	Ceanothus cuneatus var. cuneatus	specific_leaf_area		57.05	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus cuneatus var. cuneatus	B	UCBG	91.1209	07/24/01	4	Sun	var name added by default	
160	Ceanothus thyrsiflorus	specific_leaf_area		108.16	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus thyrsiflorus	B	UCBG	93.0634	07/24/01	6	Sun	var name added by default	
90	Ceanothus cordulatus	specific_leaf_area		417.61	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus cordulatus	B	UCBG	93.1283	07/24/01	5	Sun		
92	Ceanothus crassifolius	specific_leaf_area		27.67	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus crassifolius	B	UCBG	94.0349	07/24/01	4	Sun		
110	Ceanothus gloriosus var. exaltatus	specific_leaf_area		45.60	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus gloriosus var. exaltatus	B	UCBG	95.1407	07/24/01	3	Sun		
91	Ceanothus crassifolius	specific_leaf_area		38.66	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus crassifolius	B	UCBG	98.0647	07/24/01	5	Sun		
89	Ceanothus arboreus	specific_leaf_area		57.90	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus arboreus	B	UCSC	98.396	8/17/01	4	Sun		
103	Ceanothus divergens	specific_leaf_area		35.52	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus divergens	B	UCBG	xx	00xxxx	3	Sun		
105	Ceanothus ferrisiae	specific_leaf_area		29.16	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus ferrisiae	B	UCBG	xx	00xxxx	3	Sun		
125	Ceanothus incanus	specific_leaf_area		89.14	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus incanus	B	UCBG	xx	00xxxx	3	Sun		
130	Ceanothus jepsonii var. jepsonii	specific_leaf_area		34.47	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus jepsonii var. jepsonii	B	UCBG	xx	00xxxx	3	Sun		
145	Ceanothus megacarpus var. megacarpus	specific_leaf_area		49.46	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus megacarpus var. megacarpus	B	UCBG	xx	00xxxx	3	Sun	var name added by default	
126	Ceanothus incanus	specific_leaf_area		71.39	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus incanus	B	SABG		00xxxx	3	Sun		
104	Ceanothus diversifolius	specific_leaf_area		120.54	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus diversifolius	B	UCSC		8/17/01	9	Sun		
117	Ceanothus griseus	specific_leaf_area		53.86	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus griseus	B	UCSC		8/17/01	4	Sun		
152	Ceanothus papillosus	specific_leaf_area		46.80	cm2/g								D. Ackerly	6/29/06	D. Ackerly	6/29/06		Ceanothus papillosus	B	UCSC		8/17/01	6	Sun		
