,Species,Individual,Total.leaf.area..in2.,Ave..leaf.area..in2.,leafArea,Ave..oven.dry.mass..mg.,Total.oven.dry.mass..mg.,Total.oven.dry.mass..g.,Number.of.leaves,sla,Notes,lat,long,l.sla,precip,temp,cwd,ldmc,height
168,Ceanothus cuneatus,175,2.751,0.1719375,110.9271975,20.2,323.2,0.3232,16,5.491445421,,38.4972,-122.09962,0.739686672,6.621072707,15.76791667,832.4,335.3044922,4
169,Pinus sabiniana,176,2.445,0.271666667,175.2684667,48.87777778,439.9,0.4399,9,3.585851784,,38.49678,-122.09985,0.554592335,6.621072707,15.76791667,832.4,498.4137775,10
170,Adenostoma fasciculatum,177,0.69,0.053076923,34.24310769,8.569230769,111.4,0.1114,13,3.99605386,,38.49678,-122.09985,0.601631333,6.621072707,15.76791667,832.4,454.1377905,2.2
171,Avena spp.,178,15.829,7.9145,5106.11882,308,616,0.616,2,16.57830786,Huge leaves!  Couldn't fit them on one screen,38.49618,-122.10035,1.2195402,6.621072707,15.76791667,764.3,235.3750334,2
172,Heteromeles arbutifolia,179,29.809,3.726125,2403.946805,308.4375,2467.5,2.4675,8,7.793951141,,38.49483,-122.10153,0.891757679,6.661343101,15.23666667,825.1,404.0379231,2.2
173,Pinus sabiniana,180,2.946,0.2455,158.38678,28.73333333,344.8,0.3448,12,5.512300928,,38.49483,-122.10153,0.741332919,6.661343101,15.23666667,825.1,422.7044256,6.5
174,Adenostoma fasciculatum,181,0.971,0.0606875,39.1531475,7.98125,127.7,0.1277,16,4.905641034,,38.49483,-122.10153,0.690695766,6.661343101,15.23666667,825.1,407.5965528,4.5
175,Mimulus aurantiacus,182,3.726,0.46575,300.48327,19.125,153,0.153,8,15.71154353,,38.49483,-122.10153,1.196218853,6.661343101,15.23666667,825.1,297.3760933,0.9
176,Umbellularia californica,183,22.383,2.797875,1805.077035,217.025,1736.2,1.7362,8,8.317369128,,38.49153,-122.10196,0.919985976,6.661343101,15.23666667,841.5,497.1224052,5
177,Arbutus menzesii,184,45.697,9.1394,5896.375304,597.34,2986.7,2.9867,5,9.871053845,,38.48954,-122.10307,0.994363521,6.661343101,15.23666667,896.4,378.9843671,2.5
178,Umbellularia californica,185,12.922,1.846,1190.96536,150.0714286,1050.5,1.0505,7,7.935990024,,38.48954,-122.10307,0.899601113,6.661343101,15.23666667,896.4,506.3626723,3.5
179,Heteromeles arbutifolia,186,22.102,4.4204,2851.865264,289.66,1448.3,1.4483,5,9.845561224,,38.48954,-122.10307,0.993240477,6.661343101,15.23666667,896.4,334.967736,2.5
180,Heteromeles arbutifolia,187,9.026,1.504333333,970.5356933,209.3666667,1256.2,1.2562,6,4.635578857,,38.49158,-122.10486,0.666103973,6.643281792,15.0475,889.2,467.3710842,2
181,Adenostoma fasciculatum,188,0.703,0.058583333,37.79562333,8.083333333,97,0.097,12,4.675747216,,38.49158,-122.10486,0.669851024,6.643281792,15.0475,889.2,426.5611258,2
182,Arctostaphylos spp.,189,5.759,0.822714286,530.7823486,111.6,781.2,0.7812,7,4.756114235,,38.49209,-122.1049,0.677252277,6.643281792,15.0475,889.2,392.5233645,3
183,Acer macrophyllum,190,39.75,13.25,8548.37,435.3666667,1306.1,1.3061,3,19.63487482,,38.5091,-122.09711,1.293028137,6.581942033,15.99666667,770.4,388.4774397,13
184,Arctostaphylos spp.,191,13.551,1.935857143,1248.937594,239.6857143,1677.8,1.6778,7,5.210730218,,38.5091,-122.09711,0.716898588,6.581942033,15.99666667,770.4,400.5060632,4
185,Pseudotsuga menzesii,192,1.59,0.075714286,48.84782857,6.276190476,131.8,0.1318,21,7.783037936,,38.57155,-122.69342,0.891149147,6.956326372,14.74166667,706.8,344.2151998,4.664411036
186,Avena spp.,193,0.458,0.229,147.74164,6.55,13.1,0.0131,2,22.55597557,,38.57151,-122.69337,1.353261616,6.956326372,14.74166667,706.8,260.4373757,0.8
187,Nassella pulchra,194,0.71,0.355,229.0318,12.25,24.5,0.0245,2,18.69647347,,38.57151,-122.69337,1.271759698,6.956326372,14.74166667,706.8,303.2178218,0.55
188,Quercus agrifolia,195,13.632,1.947428571,1256.403017,198.8285714,1391.8,1.3918,7,6.319026527,,38.5718,-122.69335,0.800650179,6.956326372,14.74166667,706.8,494.8798179,2.509472921
189,Quercus wislizeni,196,12.377,1.547125,998.143165,153.4,1227.2,1.2272,8,6.506800293,,38.5718,-122.69335,0.813367478,6.956326372,14.74166667,706.8,454.0980574,4.946650985
190,Umbellularia californica,197,24.349,2.4349,1570.900084,168.94,1689.4,1.6894,10,9.298568036,,38.57189,-122.69319,0.968416073,6.956326372,14.74166667,706.8,473.6724051,4.5
191,Heteromeles arbutifolia,198,15.128,2.521333333,1626.663413,302.0333333,1812.2,1.8122,6,5.385708244,,38.57225,-122.69247,0.731242823,6.956326372,14.74166667,706.8,502.4676981,5
192,Quercus durata,199,7.778,0.864222222,557.5616089,80.91111111,728.2,0.7282,9,6.891038835,,38.57245,-122.69247,0.838284697,6.956326372,14.74166667,706.8,501.1355034,3
193,Pseudotsuga menzesii,200,1.984,0.060121212,38.78780121,4.227272727,139.5,0.1395,33,9.175608889,,38.57349,-122.6933,0.962634893,6.956326372,14.74166667,752.8,316.3982763,22.71245662
194,Umbellularia californica,201,24.472,2.4472,1578.835552,171.86,1718.6,1.7186,10,9.186754056,,38.57349,-122.6933,0.96316209,6.956326372,14.74166667,752.8,507.1860705,13.34356826
195,Quercus agrifolia,202,15.56,1.945,1254.8362,190.4,1523.2,1.5232,8,6.590526261,,38.57349,-122.6933,0.818920095,6.956326372,14.74166667,752.8,443.5643564,22.49759079
196,Pinus ponderosa,203,3.111,0.6222,401.418552,106.18,530.9,0.5309,5,3.780547674,,38.57204,-122.69165,0.577554719,6.956326372,14.74166667,706.8,365.7595591,58.47799957
197,Pinus attenuata,204,2.13,0.236666667,152.6878667,42.71111111,384.4,0.3844,9,3.574898023,,38.57033,-122.68726,0.553263658,6.954867846,15.01791667,700.7,429.0178571,10
198,Mimulus aurantiacus,205,6.984,0.634909091,409.6179491,17.13636364,188.5,0.1885,11,23.90343469,,38.57033,-122.68726,1.378460309,6.954867846,15.01791667,700.7,204.358196,0.9
199,Bromus spp.,206,4.889,1.22225,788.54681,23.2,92.8,0.0928,4,33.98908664,,38.58322,-122.69586,1.531339494,6.947014453,14.97083333,721.1,185.6371274,0.65
200,Quercus kelloggii,207,42.319,21.1595,13651.26302,1489.1,2978.2,2.9782,2,9.167458881,,38.58322,-122.69586,0.962248971,6.947014453,14.97083333,721.1,452.2977857,11.5
201,Arbutus menzesii,208,38.167,9.54175,6155.95543,728.9,2915.6,2.9156,4,8.445541816,,38.58322,-122.69586,0.926627517,6.947014453,14.97083333,721.1,373.8667693,5
202,Arctostaphylos spp.,209,10.248,1.464,944.51424,207.4857143,1452.4,1.4524,7,4.552189259,,38.58322,-122.69586,0.65822031,6.947014453,14.97083333,721.1,471.6656383,4
203,Quercus lobata,210,19.079,3.8158,2461.801528,172.4,862,0.862,5,14.27959123,,38.58466,-122.69384,1.154715775,6.947014453,14.97083333,713.2,410.4761905,15
204,Arbutus menzesii,211,39.597,6.5995,4257.73342,428.9333333,2573.6,2.5736,6,9.92632908,,38.58466,-122.69384,0.996788669,6.947014453,14.97083333,713.2,366.4791741,10
205,Lithocarpus densiflorus,212,25.947,4.3245,2789.99442,335.3833333,2012.3,2.0123,6,8.318822502,,38.58418,-122.69426,0.920061858,6.947014453,14.97083333,721.1,497.7983376,4
206,Lithocarpus densiflorus,213,26.908,3.844,2479.99504,328.1714286,2297.2,2.2972,7,7.557010831,,38.58418,-122.69426,0.878350045,6.947014453,14.97083333,721.1,529.2112053,4
207,Umbellularia californica,214,19.784,2.473,1595.48068,200.3125,1602.5,1.6025,8,7.964958153,,38.57449,-122.69946,0.901183498,6.962091938,14.71166667,685.4,496.914633,3
208,Baccharis pilularis,215,6.157,0.513083333,331.0208433,22.3,267.6,0.2676,12,14.84398401,,38.57209,-122.69433,1.171550478,6.956326372,14.74166667,708.7,229.0311537,2.5
209,Quercus chrysolepis,216,13.013,1.3013,839.546708,134.4,1344,1.344,10,6.246627292,,38.65254,-122.59756,0.795645594,7.165307986,14.66541667,678.9,520.7485761,6.892117
210,Umbellularia californica,217,23.467,2.933375,1892.496215,230.1375,1841.1,1.8411,8,8.223328293,,38.65254,-122.59756,0.915047629,7.165307986,14.66541667,678.9,526.7811159,8.783053294
211,Arbutus menzesii,218,23.143,5.78575,3732.73447,397.175,1588.7,1.5887,4,9.39821104,,38.65254,-122.59756,0.973045193,7.165307986,14.66541667,678.9,400.8427108,11.47323885
212,Acer macrophyllum,219,33.003,33.003,21292.21548,660.3,660.3,0.6603,1,32.24627515,,38.65254,-122.59756,1.508479555,7.165307986,14.66541667,678.9,300.7926385,11.31691302
213,Lithocarpus densiflorus,220,20.767,3.461166667,2233.006287,328.2833333,1969.7,1.9697,6,6.802070224,,38.65254,-122.59756,0.832641111,7.165307986,14.66541667,678.9,554.7669342,11.72612276
214,Pseudotsuga menzesii,221,1.743,0.052818182,34.07617818,5.184848485,171.1,0.1711,33,6.572261134,,38.65254,-122.59756,0.817714811,7.165307986,14.66541667,678.9,454.4488712,18.47521656
215,Quercus durata,222,5.899,0.983166667,634.2998067,87.01666667,522.1,0.5221,6,7.289405938,,38.65254,-122.59756,0.862692136,7.165307986,14.66541667,678.9,524.5654577,2
216,Pinus sabiniana,223,3.983,0.442555556,285.5191422,118.9222222,1070.3,1.0703,9,2.400889732,,38.65353,-122.59308,0.380372214,7.148793757,14.67833333,660.1,508.4077522,27.37406431
217,Quercus chrysolepis,224,7.16,0.716,461.93456,104.55,1045.5,1.0455,10,4.418312386,,38.65353,-122.59308,0.645256418,7.148793757,14.67833333,660.1,574.5768301,10.45357353
218,Arctostaphylos spp.,225,12.851,1.2851,829.095116,261.94,2619.4,2.6194,10,3.165210033,,38.65353,-122.59308,0.500402534,7.148793757,14.67833333,660.1,477.6963198,3
219,Quercus chrysolepis,224A,13.833,1.3833,892.449828,182.81,1828.1,1.8281,10,4.881843597,,38.65334,-122.59278,0.688583862,7.148793757,14.67833333,707.5,554.5746875,5.029691091
220,Quercus kelloggii,225A,31.945,7.98625,5152.40905,628.175,2512.7,2.5127,4,8.202187368,,38.65334,-122.59278,0.913929686,7.148793757,14.67833333,707.5,434.122322,12.86008527
221,Pinus attenuata,226,2.354,0.261555556,168.7451822,39.37777778,354.4,0.3544,9,4.285289616,,38.65347,-122.60239,0.631980179,7.165307986,14.66541667,688.5,460.199974,16.45576399
222,Lithocarpus densiflorus,227,20.021,3.336833333,2152.791393,343.6166667,2061.7,2.0617,6,6.265095969,,38.65347,-122.60239,0.796927728,7.165307986,14.66541667,688.5,544.6452158,7.762646837
223,Arctostaphylos spp.,228,7.95,0.795,512.9022,106.56,1065.6,1.0656,10,4.813271396,,38.65347,-122.60239,0.68244035,7.165307986,14.66541667,688.5,482.7180068,2.5
224,Arbutus menzesii,229,39.606,7.9212,5110.441392,964.08,4820.4,4.8204,5,5.300847847,,38.65347,-122.60239,0.724345339,7.165307986,14.66541667,688.5,475.7224064,3.5
225,Quercus chrysolepis,230,5.138,0.856333333,552.4720133,77.93333333,467.6,0.4676,6,7.089033533,,38.65347,-122.60239,0.850587031,7.165307986,14.66541667,688.5,363.2408918,6.794394088
226,Pseudotsuga menzesii,231,1.156,0.034,21.93544,3.652941176,124.2,0.1242,34,6.004870853,,38.65347,-122.60239,0.778503671,7.165307986,14.66541667,688.5,444.6831364,34.93097798
227,Adenostoma fasciculatum,232,0.577,0.0577,37.225732,10.19,101.9,0.1019,10,3.653163101,,38.65347,-122.60239,0.562669062,7.165307986,14.66541667,688.5,473.9534884,1.5
228,Umbellularia californica,233,12.14,2.023333333,1305.373733,165.3,991.8,0.9918,6,7.896997782,,38.65355,-122.60343,0.897462016,7.165307986,14.66541667,658.8,493.6538749,5.694312994
229,Adenostoma fasciculatum,234,0.708,0.059,38.06444,11.90833333,142.9,0.1429,12,3.196454024,,38.65355,-122.60343,0.504668462,7.165307986,14.66541667,658.8,453.0754597,2
230,Arctostaphylos spp.,235,7.584,0.7584,489.289344,116.03,1160.3,1.1603,10,4.216921003,,38.65355,-122.60343,0.624995465,7.165307986,14.66541667,658.8,486.1727981,4
231,Quercus wislizeni,236,8.181,1.6362,1055.610792,192.9,964.5,0.9645,5,5.472321369,,38.65355,-122.60343,0.738171594,7.165307986,14.66541667,658.8,509.4548912,4
232,Arbutus menzesii,237,27.468,6.867,4430.31372,820.25,3281,3.281,4,5.40117491,,38.65355,-122.60343,0.732488242,7.165307986,14.66541667,658.8,452.6391303,10.32747757
233,Quercus chrysolepis,238,7.024,1.170666667,755.2673067,155.65,933.9,0.9339,6,4.852343763,,38.65355,-122.60343,0.685951561,7.165307986,14.66541667,658.8,545.5023364,10.32747757
234,Lithocarpus densiflorus,239,10.491,1.7485,1128.06226,190,1140,1.14,6,5.937169789,,38.65355,-122.60343,0.773579469,7.165307986,14.66541667,658.8,526.8265631,1.5
235,Pinus attenuata,240,1.808,0.200888889,129.6054756,40.53333333,364.8,0.3648,9,3.197503509,,38.65355,-122.60343,0.50481103,7.165307986,14.66541667,658.8,463.827082,11.292233
236,Pseudotsuga menzesii,241,1.369,0.041484848,26.76436485,6.378787879,210.5,0.2105,33,4.19583867,,38.65355,-122.60343,0.622818781,7.165307986,14.66541667,658.8,500.2376426,15.08542031
237,Pinus attenuata,242,1.958,0.217555556,140.3581422,39.93333333,359.4,0.3594,9,3.514811575,,38.65348,-122.60245,0.545902048,7.165307986,14.66541667,688.5,449.4747374,17.81435573
238,Lithocarpus densiflorus,243,18.322,3.053666667,1970.103587,407.6,2445.6,2.4456,6,4.833423912,,38.65348,-122.60245,0.684254886,7.165307986,14.66541667,688.5,581.0820443,15.40203377
239,Quercus chrysolepis,244,6.453,0.806625,520.402185,82.55,660.4,0.6604,8,6.304084615,,38.65348,-122.60245,0.799622034,7.165307986,14.66541667,688.5,502.2817159,7.101238362
240,Heteromeles arbutifolia,245,17.259,4.31475,2783.70411,354.175,1416.7,1.4167,4,7.859685494,,38.65326,-122.60135,0.895405168,7.165307986,14.66541667,688.5,469.0904275,3
241,Umbellularia californica,246,15.051,2.5085,1618.38386,194.75,1168.5,1.1685,6,8.310058331,,38.65326,-122.60135,0.919604072,7.165307986,14.66541667,688.5,518.1128896,7.771973151
242,Quercus chrysolepis,247,6.284,1.047333333,675.6975733,112.35,674.1,0.6741,6,6.014219611,,38.65326,-122.60135,0.779179282,7.165307986,14.66541667,688.5,517.6624174,12.40732931
243,Lithocarpus densiflorus,248,20.943,4.1886,2702.317176,504.54,2522.7,2.5227,5,5.356001855,,38.65326,-122.60135,0.728840719,7.165307986,14.66541667,688.5,533.9612657,4
244,Acer macrophyllum,249,33.18,16.59,10703.2044,331.1,662.2,0.6622,2,32.32619873,,38.65326,-122.60135,1.509554638,7.165307986,14.66541667,688.5,298.5131529,4
245,Arbutus menzesii,250,28.992,4.832,3117.41312,351.9333333,2111.6,2.1116,6,8.857964918,,38.65326,-122.60135,0.947333956,7.165307986,14.66541667,688.5,360.8585686,17.44239542
246,Pseudotsuga menzesii,251,1.784,0.0446,28.774136,3.5925,143.7,0.1437,40,8.009502018,,38.65326,-122.60135,0.903605515,7.165307986,14.66541667,688.5,419.5620438,27.82398177
247,Quercus kelloggii,252,29.385,14.6925,9479.0133,774.4,1548.8,1.5488,2,12.24046139,,38.65326,-122.60135,1.087797788,7.165307986,14.66541667,688.5,431.2524364,10.12693913
248,Acer macrophyllum,253,37.406,18.703,12066.42748,648.3,1296.6,1.2966,2,18.6124132,,38.65326,-122.60135,1.269802685,7.165307986,14.66541667,688.5,341.0220668,20.3052164
249,Pseudotsuga menzesii,254,2.596,0.068315789,44.07461474,8.121052632,308.6,0.3086,38,5.427204666,,38.65326,-122.60135,0.7345762,7.165307986,14.66541667,688.5,447.2463768,32.42144563
250,Umbellularia californica,255,20.442,2.55525,1648.54509,218.15,1745.2,1.7452,8,7.556933715,,38.65326,-122.60135,0.878345613,7.165307986,14.66541667,688.5,529.393921,8.140311903
251,Quercus chrysolepis,256,8.529,1.4215,917.09494,113.7166667,682.3,0.6823,6,8.064736392,,38.65326,-122.60135,0.906590176,7.165307986,14.66541667,688.5,511.3159472,2.5
252,Quercus wislizeni,257,10.987,1.373375,886.046615,118.375,947,0.947,8,7.485082281,,38.53874,-122.51155,0.874196579,6.81612233,15.33166667,693,484.9943665,10.23188604
253,Quercus douglasii,258,15.7,1.9625,1266.1265,151.3,1210.4,1.2104,8,8.368317911,,38.53874,-122.51155,0.922638171,6.81612233,15.33166667,693,454.9520767,14.82560965
254,Arctostaphylos spp.,259,3.814,0.9535,615.16006,157.65,630.6,0.6306,4,3.902061909,,38.53874,-122.51155,0.591294156,6.81612233,15.33166667,693,448.9214779,2.1
255,Aesculus californica,260,17.566,3.5132,2266.576112,167.72,838.6,0.8386,5,13.51404789,,38.53874,-122.51155,1.130785454,6.81612233,15.33166667,693,275.9278758,3.5
256,Umbellularia californica,261,6.372,1.062,685.15992,87.3,523.8,0.5238,6,7.848338144,,38.53874,-122.51155,0.894777706,6.81612233,15.33166667,693,518.3572489,2.5
257,Sequoia sempervirens,262,1.069,0.05345,34.483802,6.375,127.5,0.1275,20,5.409223843,,38.02073,-122.66109,0.733134954,6.965014243,14.78541667,588.6,415.4447703,44.31313841
258,Umbellularia californica,263,16.806,2.801,1807.09316,216.4666667,1298.8,1.2988,6,8.348135941,,38.02073,-122.66109,0.921589512,6.965014243,14.78541667,588.6,517.38836,14.45353871
259,Sequoia sempervirens,264,1.655,0.08275,53.38699,4.965,99.3,0.0993,20,10.75266667,,38.0213,-122.65848,1.031516183,6.973720906,14.71708333,753,347.0814401,54.16862163
260,Acer macrophyllum,265,34.1,17.05,10999.978,335.25,670.5,0.6705,2,32.8112692,,38.0213,-122.65848,1.51602303,6.973720906,14.71708333,753,320.1241346,19.68638486
261,Sequoia sempervirens,266,0.944,0.0472,30.451552,4.875,97.5,0.0975,20,6.246472205,,38.0213,-122.65848,0.795634812,6.973720906,14.71708333,753,400.9046053,65.45507875
262,Sequoia sempervirens,267,1.456,0.0728,46.967648,4.97,99.4,0.0994,20,9.450230986,,38.02155,-122.65732,0.975442424,6.973720906,14.71708333,735.1,374.6701847,69.45147863
263,Umbellularia californica,268,22.736,2.842,1833.54472,186.3,1490.4,1.4904,8,9.84189329,,38.02155,-122.65732,0.993078652,6.973720906,14.71708333,735.1,511.461908,28.11974374
264,Sequoia sempervirens,269,1.666,0.0833,53.741828,6.265,125.3,0.1253,20,8.578105028,,38.02155,-122.65732,0.933391359,6.973720906,14.71708333,735.1,375.0374139,58.23916821
265,Quercus wislizeni,270,9.149,1.143625,737.821105,123.5625,988.5,0.9885,8,5.971238078,,38.02033,-122.66261,0.776064387,6.942311283,14.67458333,579.4,472.8081504,24.88439225
266,Baccharis pilularis,271,2.451,0.2451,158.128716,16.34,163.4,0.1634,10,9.6774,,38.02033,-122.66261,0.985758692,6.942311283,14.67458333,579.4,334.5618346,3.5
267,Quercus agrifolia,272,9.427,1.571166667,1013.653887,108.7333333,652.4,0.6524,6,9.322383998,,38.05375,-122.83733,0.969526988,6.899077738,13.76333333,547.2,427.6630613,17.59965758
268,Umbellularia californica,273,23.609,3.934833333,2538.597073,290.1166667,1740.7,1.7407,6,8.750262791,,38.05375,-122.83733,0.942021096,6.899077738,13.76333333,547.2,502.163628,17.12650234
269,Pseudotsuga menzesii,274,0.965,0.04825,31.12897,3.125,62.5,0.0625,20,9.9612704,,38.05375,-122.83733,0.998314729,6.899077738,13.76333333,547.2,355.7199772,45.30495122
270,Baccharis pilularis,275,4.431,0.4431,285.870396,30.04,300.4,0.3004,10,9.516324767,,38.05277,-122.83668,0.978469255,6.899077738,13.76333333,635.9,348.1284042,2.5
271,Lithocarpus densiflorus,276,18.85,3.77,2432.2532,301.92,1509.6,1.5096,5,8.05595257,,38.05277,-122.83668,0.906116901,6.899077738,13.76333333,635.9,516.7739285,4.5
272,Quercus agrifolia,277,11.841,1.480125,954.917445,72.7625,582.1,0.5821,8,13.12375805,,38.05277,-122.83668,1.118058215,6.899077738,13.76333333,635.9,395.8248334,6
273,Pseudotsuga menzesii,278,1.663,0.046194444,29.80280778,4.747222222,170.9,0.1709,36,6.277946635,,38.05277,-122.83668,0.79781762,6.899077738,13.76333333,635.9,399.3923814,37.4065402
274,Pinus muricata,279,2.253,0.281625,181.693185,38.55,308.4,0.3084,8,4.71318249,,38.05231,-122.83608,0.673314256,6.899077738,13.76333333,635.9,349.1847826,12.78822004
275,Pinus muricata,280,1.993,0.249125,160.725485,31.0125,248.1,0.2481,8,5.182603305,,38.05231,-122.83608,0.714547968,6.899077738,13.76333333,635.9,376.8226002,18.99597754
276,Pseudotsuga menzesii,281,1.281,0.05124,33.0579984,4.652,116.3,0.1163,25,7.106190542,,38.05231,-122.83608,0.851636848,6.899077738,13.76333333,635.9,374.798582,24.0671677
277,Pinus muricata,282,2.223,0.277875,179.273835,31.1625,249.3,0.2493,8,5.752870758,,38.13173,-122.89112,0.759884617,NA,NA,0,334.6757954,27.99885187
278,Pinus muricata,283,1.798,0.22475,144.99971,29.9,239.2,0.2392,8,4.849488629,,38.13159,-122.89085,0.685695945,NA,NA,0,340.9350057,17.84458582
279,Pinus muricata,284,2.008,0.251,161.93516,35.4875,283.9,0.2839,8,4.563160549,,38.13166,-122.89068,0.659265749,NA,NA,0,371.353826,14.04443728
280,Heteromeles arbutifolia,285,21.448,3.574666667,2306.231947,493.45,2960.7,2.9607,6,4.673689222,,38.13166,-122.89068,0.669659831,NA,NA,0,484.1700736,6
281,Pinus muricata,286,2.83,0.35375,228.22535,61.0375,488.3,0.4883,8,3.739100553,,38.13177,-122.89041,0.572767144,NA,NA,0,420.2599191,19.81523965
282,Mimulus aurantiacus,287,3.081,0.6162,397.547592,51.24,256.2,0.2562,5,7.758540047,,38.13253,-122.89108,0.889780006,NA,NA,0,345.236491,1.2
283,Pinus muricata,288,3.186,0.39825,256.93497,59.1875,473.5,0.4735,8,4.34103434,,38.13245,-122.89094,0.637593221,NA,NA,0,344.3135544,16.3550996
284,Pinus muricata,289,1.953,0.244125,157.499685,38.85,310.8,0.3108,8,4.054045946,,38.13222,-122.89132,0.607888666,NA,NA,0,390.7959261,19.26832311
285,Pinus muricata,290,2.587,0.323375,208.628615,46.6125,372.9,0.3729,8,4.475808313,,38.13194,-122.89152,0.650871479,NA,NA,0,393.8529785,18.22663918
286,Pinus muricata,291,2.351,0.293875,189.596395,45.4625,363.7,0.3637,8,4.170390872,,38.13186,-122.89214,0.620176761,NA,NA,0,351.8088605,16.40704565
287,Platanus racemosa,292,28.195,28.195,18190.2862,809.5,809.5,0.8095,1,22.47101445,,37.51652,-121.83144,1.351622679,6.317724097,15.10666667,886.8,209.6824328,23.38887222
288,Heteromeles arbutifolia,293,18.735,3.1225,2014.5121,403.3666667,2420.2,2.4202,6,4.994245352,,37.51652,-121.83144,0.698469874,6.317724097,15.10666667,886.8,501.8246662,5.354350699
289,Quercus agrifolia,294,12.399,3.09975,1999.83471,320.325,1281.3,1.2813,4,6.243142777,,37.51652,-121.83144,0.795403267,6.317724097,15.10666667,886.8,498.0758017,16.23101799
290,Baccharis pilularis,295,3.383,0.3383,218.257628,17.13,171.3,0.1713,10,12.7412509,,37.51652,-121.83144,1.105212068,6.317724097,15.10666667,886.8,295.7527624,2.5
291,Artemesia californica,296,0.614,0.07675,49.51603,3.9375,31.5,0.0315,8,12.57549968,,37.51652,-121.83144,1.099525251,6.317724097,15.10666667,886.8,231.1078503,1
292,Platanus racemosa,297,31.976,15.988,10314.81808,453,906,0.906,2,22.77001784,,37.51672,-121.83205,1.357363371,6.317724097,15.10666667,886.8,191.0545961,17.64516924
293,Umbellularia californica,298,11.572,2.3144,1493.158304,165.24,826.2,0.8262,5,9.036300557,,37.51672,-121.83205,0.955990668,6.317724097,15.10666667,886.8,462.2356495,12.59828584
294,Heteromeles arbutifolia,299,16.123,4.03075,2600.47867,474.15,1896.6,1.8966,4,5.484506317,,37.51672,-121.83205,0.739137541,6.317724097,15.10666667,886.8,514.6532074,4.515691898
295,Baccharis pilularis,300,3.773,0.3773,243.418868,12.86,128.6,0.1286,10,18.92837232,,37.51672,-121.83205,1.27711327,6.317724097,15.10666667,886.8,246.8330134,1.5
296,Quercus agrifolia,301,13.161,3.29025,2122.73769,349.475,1397.9,1.3979,4,6.074075942,,37.51672,-121.83205,0.783480217,6.317724097,15.10666667,886.8,491.1633463,22.25132828
297,Avena spp.,302,2.529,0.843,543.86988,31,93,0.093,3,17.54418968,,37.51684,-121.83245,1.244133314,6.317724097,15.10666667,836.6,223.2893157,1.5
298,Quercus agrifolia,303,10.584,1.764,1138.06224,157.2333333,943.4,0.9434,6,7.238046894,,37.51687,-121.83373,0.859621392,6.317724097,15.10666667,836.6,489.7217608,16.50232391
299,Avena spp.,304,1.809,0.9045,583.54722,23.7,47.4,0.0474,2,24.62224557,,37.51687,-121.83373,1.391327658,6.317724097,15.10666667,836.6,184.8673947,1
300,Quercus lobata,305,15.757,2.626166667,1694.297687,122.15,732.9,0.7329,6,13.8706319,,37.51687,-121.83373,1.142096247,6.317724097,15.10666667,836.6,427.1476862,17.54782952
301,Quercus agrifolia,306,15.971,2.661833333,1717.308393,270.8666667,1625.2,1.6252,6,6.340050677,,37.51756,-121.83412,0.802092729,6.317724097,15.10666667,836.6,473.9159595,23.35980037
302,Avena spp.,307,1.386,0.693,447.09588,18,36,0.036,2,24.83866,,37.51756,-121.83412,1.395128163,6.317724097,15.10666667,836.6,230.6213965,0.8
303,Quercus lobata,308,18.807,3.1345,2022.25402,161.5166667,969.1,0.9691,6,12.52040462,,37.51756,-121.83412,1.097618364,6.317724097,15.10666667,836.6,407.8188781,23.35980037
304,Quercus agrifolia,309,7.68,1.536,990.96576,163,815,0.815,5,6.07954454,,37.51889,-121.83105,0.783871045,6.317724097,15.10666667,922.4,477.5857017,15.61417316
305,Avena spp.,310,5.907,2.9535,1905.48006,53.35,106.7,0.1067,2,35.71658969,,37.51889,-121.83105,1.552869985,6.317724097,15.10666667,922.4,199.2902503,1.2
306,Quercus lobata,311,10.25,1.28125,826.61125,91.3,730.4,0.7304,8,9.053792442,,37.51889,-121.83105,0.956830534,6.317724097,15.10666667,922.4,474.2549185,28.17868155
307,Platanus racemosa,312,76.496,76.496,49352.15936,1990.7,1990.7,1.9907,1,24.7913595,,37.51645,-121.8331,1.394300343,6.317724097,15.10666667,836.6,230.1387283,7.954698011
308,Quercus agrifolia,313,7.549,1.5098,974.062568,164.22,821.1,0.8211,5,5.931449081,,37.51645,-121.8331,0.773160807,6.317724097,15.10666667,836.6,492.1776659,27.02966422
309,Salix spp.,314,22.788,4.5576,2940.381216,225.46,1127.3,1.1273,5,13.04169793,,37.51645,-121.8331,1.115334137,6.317724097,15.10666667,836.6,332.1547482,3.5
310,Avena spp.,315,2.901,0.967,623.86972,20.8,62.4,0.0624,3,29.99373654,,37.51645,-121.8331,1.477030572,6.317724097,15.10666667,836.6,180.034622,1.5
311,Baccharis pilularis,316,3.976,0.497,320.64452,21.5,172,0.172,8,14.9136986,,37.51645,-121.8331,1.173585362,6.317724097,15.10666667,836.6,279.6747967,2.2
312,Artemesia californica,317,0.472,0.059,38.06444,2.275,18.2,0.0182,8,16.73162198,,37.51645,-121.8331,1.223538044,6.317724097,15.10666667,836.6,200.8830022,1
313,Aesculus californica,318,27.885,5.577,3598.05732,279.9,1399.5,1.3995,5,12.85479571,,37.516,-121.83031,1.109065179,6.317724097,15.10666667,886.8,272.3398459,3
