,Species,Individual,Total.leaf.area..in2.,Ave..leaf.area..in2.,leafArea,Ave..oven.dry.mass..mg.,Total.oven.dry.mass..mg.,Total.oven.dry.mass..g.,Number.of.leaves,sla,Notes,lat,long,l.sla,precip,temp,cwd,ldmc,height
462,Quercus agrifolia,470,12.771,2.1285,1373.22306,100.4166667,602.5,0.6025,6,13.67525039,,37.61014,-122.42436,1.135935287,6.522519178,13.95666667,880.4,369.7226313,17.15605531
463,Quercus agrifolia,471,15.374,2.562333333,1653.114973,180.3,1081.8,1.0818,6,9.168690923,,37.61175,-122.42271,0.962307333,6.522519178,13.95666667,855.2,467.199309,8.856390575
464,Heteromeles arbutifolia,472,19.33,3.221666667,2078.490467,313.4333333,1880.6,1.8806,6,6.63136382,,37.61175,-122.42271,0.821602855,6.522519178,13.95666667,855.2,429.9398733,3.5
465,Ceanothus cuneatus,473,2.054,0.2054,132.515864,4.53,45.3,0.0453,10,29.25295011,,37.61076,-122.42453,1.46616967,6.522519178,13.95666667,878.6,219.7962154,2.5
466,Quercus agrifolia,474,7.766,1.5532,1002.062512,184.34,921.7,0.9217,5,5.435947228,,37.85014,-121.91788,0.735275232,6.410848997,15.15916667,931,510.5805451,7.109161468
467,Baccharis pilularis,475,3.128,0.3128,201.806048,18.16,181.6,0.1816,10,11.11266784,,37.85014,-121.91788,1.045818333,6.410848997,15.15916667,931,326.8538517,1.3
468,Umbellularia californica,476,6.676,1.112666667,717.8480267,87.66666667,526,0.526,6,8.188380532,,37.84949,-121.91686,0.913198017,6.410848997,15.15916667,931,461.484471,10.67263555
469,Pinus sabiniana,477,3.386,0.564333333,364.0852933,125.1,750.6,0.7506,6,2.910354063,,37.84944,-121.91578,0.463945827,6.410848997,15.15916667,874.5,423.5174632,6.637231927
470,Quercus agrifolia,478,9.224,1.8448,1190.191168,184.66,923.3,0.9233,5,6.44531121,,37.84944,-121.91578,0.809243892,6.410848997,15.15916667,874.5,502.5582408,11.87380125
471,Mimulus aurantiacus,479,4.555,0.569375,367.337975,26.85,214.8,0.2148,8,13.68111639,,37.84727,-121.91389,1.136121538,6.410848997,15.15916667,927,272.0364742,1.4
472,Heteromeles arbutifolia,480,15.21,3.8025,2453.2209,298.475,1193.9,1.1939,4,8.219183851,,37.84727,-121.91389,0.914828695,6.410848997,15.15916667,927,400.2614993,2.2
473,Quercus agrifolia,481,4.124,1.374666667,886.8799467,192.0333333,576.1,0.5761,3,4.618364589,,37.84677,-121.91244,0.664488215,6.407424392,15.21,927,564.3060045,12.79941629
474,Heteromeles arbutifolia,482,18.207,3.6414,2349.285624,272.46,1362.3,1.3623,5,8.622497335,,37.84677,-121.91244,0.935633069,6.407424392,15.21,927,345.5772304,2
475,Mimulus aurantiacus,483,2.472,0.412,265.80592,18.21666667,109.3,0.1093,6,14.59135883,,37.84677,-121.91244,1.164095738,6.407424392,15.21,927,265.0982294,1
476,Pinus sabiniana,484,2.511,0.279,179.99964,40.33333333,363,0.363,9,4.462800992,,37.84677,-121.91244,0.649607521,6.407424392,15.21,927,433.2776319,15.54002532
477,Arctostaphylos spp.,485,7.182,1.026,661.93416,162.6428571,1138.5,1.1385,7,4.069863083,,37.84662,-121.91069,0.609579799,6.407424392,15.21,928.4,440.3744246,2
478,Heteromeles arbutifolia,486,16.683,2.085375,1345.400535,194.7875,1558.3,1.5583,8,6.9070168,,37.84662,-121.91069,0.839290512,6.407424392,15.21,928.4,384.347869,1.5
479,Adenostoma fasciculatum,487,0.688,0.086,55.48376,20.425,163.4,0.1634,8,2.716463158,,37.84662,-121.91069,0.434003819,6.407424392,15.21,928.4,481.579723,1.5
480,Mimulus aurantiacus,488,1.407,0.469,302.58004,29.16666667,87.5,0.0875,3,10.3741728,,37.84662,-121.91069,1.015953478,6.407424392,15.21,928.4,353.6782538,1
481,Pinus sabiniana,489,4.152,0.461333333,297.6338133,76.97777778,692.8,0.6928,9,3.866490069,,37.84662,-121.91069,0.587316899,6.407424392,15.21,928.4,431.5166615,5
482,Ceanothus cuneatus,490,2.988,0.2988,192.773808,44.53,445.3,0.4453,10,4.329077206,,37.84658,-121.9105,0.636395331,6.407424392,15.21,928.4,401.0989011,1.6
483,Arctostaphylos spp.,491,7.449,0.931125,600.724605,141.7125,1133.7,1.1337,8,4.239037523,,37.84687,-121.90915,0.627267261,6.407424392,15.21,841,439.8448109,1.8
484,Ceanothus cuneatus,492,2.86,0.286,184.51576,40.55,405.5,0.4055,10,4.550327004,,37.84687,-121.90915,0.658042608,6.407424392,15.21,841,380.2513128,2
485,Quercus agrifolia,493,9.785,1.630833333,1052.148433,198.4166667,1190.5,1.1905,6,5.30272205,,37.84687,-121.90915,0.724498864,6.407424392,15.21,841,519.4606859,5.579286177
486,Heteromeles arbutifolia,494,14.25,3.5625,2298.3825,336.5,1346,1.346,4,6.83026003,,37.84687,-121.90915,0.834437238,6.407424392,15.21,841,408.1880212,1.2
487,Baccharis pilularis,495,2.675,0.2675,172.5803,18.64,186.4,0.1864,10,9.258599785,,37.84687,-121.90915,0.966545312,6.407424392,15.21,841,370.1350278,1.8
488,Quercus chrysolepis,496,7.923,0.990375,638.950335,117.7625,942.1,0.9421,8,5.425753827,,37.84634,-121.9072,0.734460085,6.407424392,15.21,911.4,570.8659032,4.5
489,Mimulus aurantiacus,497,1.79,0.596666667,384.9454667,33.63333333,100.9,0.1009,3,11.4453558,,37.84634,-121.9072,1.058629298,6.407424392,15.21,911.4,273.1456416,0.4
490,Arctostaphylos spp.,498,7.852,1.308666667,844.2993867,172.9333333,1037.6,1.0376,6,4.882224672,,37.84634,-121.9072,0.688617761,6.407424392,15.21,911.4,486.6107021,1.4
491,Adenostoma fasciculatum,499,0.758,0.09475,61.12891,15.0625,120.5,0.1205,8,4.058350871,,37.84634,-121.9072,0.608349592,6.407424392,15.21,911.4,425.6446485,1.2
492,Ceanothus cuneatus,500,1.119,0.139875,90.241755,19.1,152.8,0.1528,8,4.724699215,,37.84634,-121.9072,0.674374166,6.407424392,15.21,911.4,348.4606613,1.5
493,Pinus attenuata,501,2.05,0.227777778,146.9531111,29.17777778,262.6,0.2626,9,5.036473724,,37.84624,-121.90686,0.702126573,6.407424392,15.21,911.4,403.3174628,4.649147033
494,Arctostaphylos spp.,502,3.945,0.493125,318.144525,67.4,539.2,0.5392,8,4.720245178,,37.8464,-121.90589,0.673964557,6.407424392,15.21,908.2,394.758035,2
495,Pinus attenuata,503,1.78,0.2225,143.5481,31.6625,253.3,0.2533,8,4.533694433,,37.8464,-121.90589,0.656452246,6.407424392,15.21,908.2,422.1666667,4.283145634
496,Ceanothus cuneatus,504,0.758,0.09475,61.12891,13.3875,107.1,0.1071,8,4.566118394,,37.8464,-121.90589,0.659547168,6.407424392,15.21,908.2,381.0032017,2
497,Pinus sabiniana,505,2.379,0.3965,255.80594,63.88333333,383.3,0.3833,6,4.004267258,,37.84753,-121.90427,0.602523056,6.407424392,15.21,796.6,409.8150326,6.168189826
498,Adenostoma fasciculatum,506,0.329,0.054833333,35.37627333,9.6,57.6,0.0576,6,3.685028472,,37.84753,-121.90427,0.566440848,6.407424392,15.21,796.6,414.6868251,1.2
499,Pinus attenuata,507,2.746,0.305111111,196.8454844,46.85555556,421.7,0.4217,9,4.201113019,,37.8479,-121.90317,0.623364365,6.402928294,15.13541667,845.9,432.3354521,3.293883316
500,Mimulus aurantiacus,508,2.804,0.467333333,301.5047733,38.81666667,232.9,0.2329,6,7.767405067,,37.8479,-121.90317,0.890275954,6.402928294,15.13541667,845.9,310.4091697,0.8
501,Adenostoma fasciculatum,509,0.445,0.055625,35.887025,10.925,87.4,0.0874,8,3.284853547,,37.8479,-121.90317,0.516516012,6.402928294,15.13541667,845.9,443.2048682,1.5
502,Lithocarpus densiflorus,510,27.466,4.577666667,2953.327427,305.7666667,1834.6,1.8346,6,9.658761888,,38.58541,-122.69224,0.98492146,6.947014453,14.97083333,713.2,528.672699,4.5
503,Umbellularia californica,511,15.074,3.0148,1945.028368,115.1,575.5,0.5755,5,16.89859573,,38.58541,-122.69224,1.227850616,6.947014453,14.97083333,713.2,332.0830929,3
504,Sequoia sempervirens,512,1.792,0.0896,57.806336,6.875,137.5,0.1375,20,8.408194327,,38.58541,-122.69224,0.92470274,6.947014453,14.97083333,713.2,389.8497306,45.36188881
505,Acer macrophyllum,513,45.037,45.037,29056.07092,967.5,967.5,0.9675,1,30.03211465,,38.58528,-122.69183,1.477585913,6.947014453,14.97083333,719.7,342.1145686,6
506,Quercus garryana,514,22.497,7.499,4838.05484,400.1333333,1200.4,1.2004,3,12.09110673,,38.58544,-122.69115,1.082466055,6.947014453,14.97083333,719.7,434.9275362,7.852517071
507,Arbutus menzesii,515,36.778,9.1945,5931.92362,692.8,2771.2,2.7712,4,8.56224541,,38.58544,-122.69115,0.932587671,6.947014453,14.97083333,719.7,375.0947482,7.434639147
508,Pseudotsuga menzesii,516,0.91,0.060666667,39.13970667,5.933333333,89,0.089,15,6.596579775,,38.58544,-122.69115,0.819318819,6.947014453,14.97083333,719.7,397.8542691,24.95364768
509,Lithocarpus densiflorus,517,17.48,4.37,2819.3492,325.95,1303.8,1.3038,4,8.649637061,,38.58544,-122.69115,0.936997885,6.947014453,14.97083333,719.7,505.2313415,2.2
510,Umbellularia californica,518,11.974,1.995666667,1287.524307,127.6166667,765.7,0.7657,6,10.08899809,,38.58544,-122.69115,1.00384804,6.947014453,14.97083333,719.7,475.5900621,1.5
511,Pseudotsuga menzesii,519,0.755,0.050333333,32.47305333,3.94,59.1,0.0591,15,8.241891709,,38.58472,-122.69028,0.916026904,6.947014453,14.97083333,719.7,348.2616382,30.36426161
512,Umbellularia californica,520,15.697,3.1394,2025.415304,195.9,979.5,0.9795,5,10.33902656,,38.58472,-122.69028,1.014479651,6.947014453,14.97083333,719.7,454.1660871,2
513,Baccharis pilularis,521,4.483,0.560375,361.531535,24.925,199.4,0.1994,8,14.50477573,,38.58472,-122.69028,1.161511018,6.947014453,14.97083333,719.7,282.8368794,1.5
514,Quercus agrifolia,522,7.354,2.451333333,1581.502213,177.4666667,532.4,0.5324,3,8.911545154,,38.58472,-122.69028,0.949953012,6.947014453,14.97083333,719.7,432.2832088,8.92229291
515,Lithocarpus densiflorus,523,23.947,5.98675,3862.41163,594.425,2377.7,2.3777,4,6.497727434,,38.58474,-122.69024,0.81276149,6.947014453,14.97083333,719.7,536.8116858,6.239267399
516,Quercus durata,524,2.005,0.50125,323.38645,69.7,278.8,0.2788,4,4.639690818,,38.56874,-122.69025,0.666489041,6.957259474,14.97125,845.5,543.7877901,1.8
517,Heteromeles arbutifolia,525,7.097,1.77425,1144.67513,275.975,1103.9,1.1039,4,4.147749361,,38.56874,-122.69025,0.617812505,6.957259474,14.97125,845.5,443.9930821,2
518,Mimulus aurantiacus,526,1.036,0.259,167.09644,19.425,77.7,0.0777,4,8.602133333,,38.56874,-122.69025,0.93460617,6.957259474,14.97125,845.5,331.6261204,1
519,Adenostoma fasciculatum,527,0.491,0.061375,39.596695,12.825,102.6,0.1026,8,3.087461598,,38.56874,-122.69025,0.489601565,6.957259474,14.97125,845.5,446.669569,2
520,Umbellularia californica,528,8.521,2.13025,1374.35209,203.925,815.7,0.8157,4,6.739497806,,38.56874,-122.69025,0.828627536,6.957259474,14.97125,845.5,505.7036578,2.8
521,Pseudotsuga menzesii,529,1.214,0.0607,39.161212,5.51,110.2,0.1102,20,7.107298004,,38.56874,-122.69025,0.851704525,6.957259474,14.97125,845.5,381.7111188,6
522,Pinus ponderosa,530,1.733,0.192555556,124.2291422,24.15555556,217.4,0.2174,9,5.142880773,,38.60214,-122.68787,0.711206456,6.911856856,15.13833333,742.4,411.8204205,38.53664622
523,Pinus ponderosa,531,1.414,0.17675,114.03203,18.3375,146.7,0.1467,8,6.21851561,,38.60214,-122.68787,0.793686729,6.911856856,15.13833333,742.4,388.4034948,38.53664622
524,Pinus ponderosa,532,1.457,0.161888889,104.4442356,18.38888889,165.5,0.1655,9,5.679746949,Needles in groups of 2!,38.60214,-122.68787,0.754328987,6.911856856,15.13833333,742.4,396.3122605,38.53664622
525,Pinus ponderosa,533,1.935,0.215,138.7094,26.74444444,240.7,0.2407,9,5.18647528,,38.60214,-122.68787,0.714872312,6.911856856,15.13833333,742.4,395.8881579,38.53664622
526,Baccharis pilularis,534,0.977,0.162833333,105.0535533,10.41666667,62.5,0.0625,6,10.08514112,,38.60221,-122.68788,1.00368198,6.911856856,15.13833333,742.4,343.0296378,2.5
527,Quercus garryana,535,24.816,8.272,5336.76352,497.4666667,1492.4,1.4924,3,10.72788164,,38.60221,-122.68788,1.030513973,6.911856856,15.13833333,742.4,442.3760968,19.38700878
528,Quercus garryana,536,16.103,4.02575,2597.25287,273.225,1092.9,1.0929,4,9.505912234,,38.60221,-122.68788,0.9779938,6.911856856,15.13833333,742.4,437.0551068,19.38700878
529,Adenostoma fasciculatum,537,0.344,0.057333333,36.98917333,10.45,62.7,0.0627,6,3.539633812,,38.65217,-122.66797,0.548958335,6.989501151,14.87708333,828.4,470.3675919,1.8
530,Pinus sabiniana,538,2.278,0.379666667,244.9457467,65.58333333,393.5,0.3935,6,3.734877967,,38.65217,-122.66797,0.572276416,6.989501151,14.87708333,828.4,422.845476,21.00612188
531,Pinus attenuata,539,2.026,0.337666667,217.8490267,53.93333333,323.6,0.3236,6,4.039227936,,38.65217,-122.66797,0.606298361,6.989501151,14.87708333,828.4,409.102402,10.73008794
532,Quercus durata,540,3.805,0.475625,306.854225,42.725,341.8,0.3418,8,7.182076653,,38.65217,-122.66797,0.856250036,6.989501151,14.87708333,828.4,469.634515,2.5
533,Arctostaphylos spp.,541,6.139,0.767375,495.079655,91.0625,728.5,0.7285,8,5.436701771,,38.65217,-122.66797,0.735335511,6.989501151,14.87708333,828.4,424.8556599,2
534,Baccharis pilularis,542,2.474,0.30925,199.51573,17.575,140.6,0.1406,8,11.35224637,,38.65217,-122.66797,1.055081808,6.989501151,14.87708333,828.4,297.5661376,1.5
535,Heteromeles arbutifolia,543,8.321,2.08025,1342.09409,351.675,1406.7,1.4067,4,3.816290865,,38.65217,-122.66797,0.581641468,6.989501151,14.87708333,828.4,520.4602634,2.5
536,Quercus chrysolepis,544,8.235,1.3725,885.4821,183,1098,1.098,6,4.8387,,38.65682,-122.66185,0.684728697,7.086001878,14.79583333,802.7,554.6294893,8.32892956
537,Pinus attenuata,545,1.949,0.324833333,209.5694733,59.63333333,357.8,0.3578,6,3.514300838,,38.65682,-122.66185,0.545838936,7.086001878,14.79583333,802.7,476.1778014,14.77041827
538,Pseudotsuga menzesii,546,0.681,0.0454,29.290264,3.98,59.7,0.0597,15,7.359362814,,38.65682,-122.66185,0.866840214,7.086001878,14.79583333,802.7,388.418998,4.5
539,Pinus attenuata,547,2.004,0.334,215.48344,48.41666667,290.5,0.2905,6,4.450604613,,38.65682,-122.66185,0.648419014,7.086001878,14.79583333,802.7,435.5322339,14.77041827
540,Pinus attenuata,548,2.693,0.448833333,289.5693133,76.31666667,457.9,0.4579,6,3.794312907,,38.65682,-122.66185,0.579133143,7.086001878,14.79583333,802.7,422.1832934,14.77041827
541,Baccharis pilularis,549,2.316,0.2895,186.77382,23.55,188.4,0.1884,8,7.930947771,,38.65682,-122.66185,0.89932509,7.086001878,14.79583333,802.7,357.6309795,1.8
542,Mimulus aurantiacus,550,1.367,0.34175,220.48343,19.525,78.1,0.0781,4,11.29236517,,38.65682,-122.66185,1.052784914,7.086001878,14.79583333,802.7,270.055325,1.2
543,Arctostaphylos spp.,551,7.708,1.284666667,828.8155467,249.5833333,1497.5,1.4975,6,3.320796848,,38.65682,-122.66185,0.521242308,7.086001878,14.79583333,802.7,482.6285935,2
544,Adenostoma fasciculatum,552,0.262,0.043666667,28.17198667,6.633333333,39.8,0.0398,6,4.247033166,,38.65682,-122.66185,0.628085653,7.086001878,14.79583333,802.7,448.1981982,1.5
545,Quercus kelloggii,552A,21.186,10.593,6834.17988,640.1,1280.2,1.2802,2,10.67673782,,37.34979,-121.62111,1.028438578,6.480213259,13.005,836.2,429.6261494,7.57319369
546,Quercus douglasii,553,4.858,0.809666667,522.3645467,51.41666667,308.5,0.3085,6,10.15944013,,37.34979,-121.62111,1.006869775,6.480213259,13.005,836.2,422.4869899,7.57319369
547,Quercus kelloggii,554,19.328,4.832,3117.41312,345.625,1382.5,1.3825,4,9.01964013,,37.34961,-121.62146,0.95518921,6.480213259,13.005,836.2,451.6202796,6.35707969
548,Quercus douglasii,555,7.474,0.93425,602.74073,69.35,554.8,0.5548,8,8.691286662,,37.34961,-121.62146,0.939084074,6.480213259,13.005,836.2,443.9820743,8.846918565
549,Quercus douglasii,556,6.482,1.6205,1045.48178,140.3,561.2,0.5612,4,7.451758945,,37.34935,-121.62077,0.872258798,6.476849278,13.28875,836.2,448.6011191,5.162433876
550,Pinus sabiniana,557,1.555,0.259166667,167.2039667,53.31666667,319.9,0.3199,6,3.136054392,,37.34935,-121.62077,0.496383587,6.476849278,13.28875,836.2,341.0447761,5.004613389
551,Quercus lobata,558,11.362,2.8405,1832.57698,176.8,707.2,0.7072,4,10.36525441,,37.34935,-121.62077,1.015579966,6.476849278,13.28875,836.2,443.8586581,5.162433876
552,Pinus sabiniana,559,2.469,0.4115,265.48334,72.76666667,436.6,0.4366,6,3.648419698,,37.34896,-121.6209,0.562104792,6.480213259,13.005,874.8,422.2437137,3.888430442
553,Quercus douglasii,560,7.412,1.235333333,796.9876533,99.85,599.1,0.5991,6,7.981849307,,37.34896,-121.6209,0.902103524,6.480213259,13.005,874.8,455.1048314,7.15677185
554,Quercus kelloggii,561,13.489,4.496333333,2900.854413,313.3333333,940,0.94,3,9.258046,,37.35026,-121.62083,0.966519334,6.476849278,13.28875,836.2,434.5615089,8.997105739
555,Pinus sabiniana,562,2.183,0.363833333,234.7307133,90.6,543.6,0.5436,6,2.590846726,,37.34961,-121.6203,0.413441721,6.476849278,13.28875,836.2,495.6236324,13.48782618
556,Quercus douglasii,563,6.318,1.053,679.35348,65.58333333,393.5,0.3935,6,10.35862994,,37.34937,-121.61986,1.015302318,6.476849278,13.28875,836.2,418.6170213,9.435399552
557,Quercus kelloggii,564,25.025,6.25625,4036.28225,302.775,1211.1,1.2111,4,13.33096276,,37.34937,-121.61986,1.124861515,6.476849278,13.28875,836.2,461.2659963,9.435399552
558,Quercus douglasii,565,6.807,0.850875,548.950515,49.1375,393.1,0.3931,8,11.17172251,,37.34832,-121.61737,1.04812014,6.476849278,13.28875,832.6,406.4729604,7.697253001
559,Quercus durata,566,3.454,0.575666667,371.3971067,64.98333333,389.9,0.3899,6,5.715267094,,37.34813,-121.61662,0.757036531,6.476849278,13.28875,832.6,549.1549296,2.5
560,Quercus kelloggii,567,20.614,10.307,6649.66412,767,1534,1.534,2,8.669705502,,37.34813,-121.61662,0.938004345,6.476849278,13.28875,832.6,435.8078354,12.15626149
561,Quercus kelloggii,568,31.378,10.45933333,6747.943493,740.8666667,2222.6,2.2226,3,9.108175326,,37.34971,-121.61903,0.959431382,6.476849278,13.28875,861,448.964751,7.888267754
562,Quercus douglasii,569,10.903,1.817166667,1172.363247,188.6666667,1132,1.132,6,6.21393947,,37.34971,-121.61903,0.793367018,6.476849278,13.28875,861,467.7299397,6.8
563,Pinus sabiniana,570,3.56,0.593333333,382.7949333,155.85,935.1,0.9351,6,2.456175382,,37.34917,-121.6185,0.390259374,6.476849278,13.28875,861,457.2392548,11.55858667
564,Pinus sabiniana,571,2.795,0.465833333,300.5370333,104.05,624.3,0.6243,6,2.888390517,,37.34917,-121.6185,0.46065591,6.476849278,13.28875,861,473.0620596,11.55858667
565,Pseudotsuga menzesii,572,1.036,0.069066667,44.55905067,5.633333333,84.5,0.0845,15,7.909890651,,38.57158,-122.68842,0.89817048,6.956326372,14.74166667,760.8,366.9127225,12.81646217
566,Umbellularia californica,573,21.641,3.091571429,1994.558223,206.4285714,1445,1.445,7,9.662219765,,38.57158,-122.68842,0.985076911,6.956326372,14.74166667,760.8,450.7174049,7.400980001
567,Arbutus menzesii,574,30.586,10.19533333,6577.621253,666.5666667,1999.7,1.9997,3,9.867912067,,38.57158,-122.68842,0.994225271,6.956326372,14.74166667,760.8,358.9416812,9.715524116
568,Mimulus aurantiacus,575,5.897,0.982833333,634.0847533,46.71666667,280.3,0.2803,6,13.57298794,,38.57158,-122.68842,1.132675463,6.956326372,14.74166667,760.8,262.0360849,0.75
569,Pseudotsuga menzesii,576,0.61,0.040666667,26.23650667,4.82,72.3,0.0723,15,5.443258645,,38.57523,-122.694,0.735858971,6.956326372,14.74166667,752.8,420.1045904,12.00250894
570,Arbutus menzesii,577,28.783,9.594333333,6189.880093,827.6666667,2483,2.483,3,7.478711349,,38.57257,-122.68958,0.873826771,6.956326372,14.74166667,760.8,378.0738485,17.32590338
571,Aesculus californica,578,26.414,5.2828,3408.251248,196.94,984.7,0.9847,5,17.30603863,,38.56692,-122.63601,1.238197669,6.97476886,15.07208333,771.2,235.6305336,4.5
572,Quercus agrifolia,579,15.084,1.8855,1216.44918,144.275,1154.2,1.1542,8,8.431462,,38.56692,-122.63601,0.925902887,6.97476886,15.07208333,771.2,433.0144438,11.367275
573,Arbutus menzesii,580,35.054,8.7635,5653.85966,597.85,2391.4,2.3914,4,9.45698697,,38.56692,-122.63601,0.975752791,6.97476886,15.07208333,771.2,362.4871157,4
574,Pseudotsuga menzesii,581,0.783,0.0783,50.516028,5.74,57.4,0.0574,10,8.800701742,,38.56692,-122.63601,0.944517303,6.97476886,15.07208333,771.2,342.6865672,5
575,Umbellularia californica,582,14.611,2.435166667,1571.072127,189.2333333,1135.4,1.1354,6,8.30230118,,38.56692,-122.63601,0.919198484,6.97476886,15.07208333,771.2,510.6363841,3
576,Ceanothus cuneatus,583,1.185,0.1185,76.45146,14.67,146.7,0.1467,10,5.211415133,,38.56692,-122.63601,0.71695567,6.97476886,15.07208333,771.2,407.7265147,2.8
577,Salix spp.,584,6.636,1.106,713.54696,105.3166667,631.9,0.6319,6,6.775252034,,38.56899,-122.63871,0.830925455,6.970964792,15.10083333,796,402.2790935,8.635751196
578,Pinus ponderosa,585,1.276,0.212666667,137.2040267,28.7,172.2,0.1722,6,4.780628107,,38.57175,-122.63951,0.679484961,6.957364156,15.05791667,828.4,399.9071064,12.90789952
579,Pinus attenuata,586,2.262,0.251333333,162.1502133,34.98888889,314.9,0.3149,9,4.634334455,,38.57175,-122.63951,0.665987373,6.957364156,15.05791667,828.4,418.4717608,19.1704901
580,Ceanothus cuneatus,587,1.424,0.1424,91.870784,18.58,185.8,0.1858,10,4.944606243,,38.57175,-122.63951,0.694131713,6.957364156,15.05791667,828.4,386.1180382,3.2
581,Baccharis pilularis,588,1.3,0.1625,104.8385,9.7875,78.3,0.0783,8,10.71146871,,38.57175,-122.63951,1.029849023,6.957364156,15.05791667,828.4,328.4395973,4
582,Adenostoma fasciculatum,589,0.572,0.0715,46.12894,11.9625,95.7,0.0957,8,3.856128736,,38.57175,-122.63951,0.586151524,6.957364156,15.05791667,828.4,379.1600634,3
583,Arbutus menzesii,590,40.798,8.1596,5264.247536,662.9,3314.5,3.3145,5,7.941239306,,38.57175,-122.63951,0.899888284,6.957364156,15.05791667,828.4,403.1551804,15.16791529
584,Pinus ponderosa,591,3.432,0.429,276.77364,101.8625,814.9,0.8149,8,2.717129856,,38.56835,-122.65105,0.434110395,6.965023687,15.11666667,825.2,428.3761762,9.859997887
585,Pinus ponderosa,592,3.121,0.346777778,223.7271511,67.2,604.8,0.6048,9,3.329273082,,38.56858,-122.65288,0.522349419,6.965023687,15.11666667,812.7,412.9737112,16.35934454
586,Quercus agrifolia,593,9.11,1.518333333,979.5679333,121.75,730.5,0.7305,6,8.045732512,,37.95247,-122.31521,0.90556559,6.392017611,14.20875,810.9,468.2092039,12.26441471
587,Umbellularia californica,594,31.731,3.525666667,2274.619107,238.9555556,2150.6,2.1506,9,9.51900491,,37.95247,-122.31521,0.978591551,6.392017611,14.20875,810.9,416.766792,13
588,Mimulus aurantiacus,595,4.552,0.758666667,489.4613867,43.66666667,262,0.262,6,11.20903939,,37.95247,-122.31521,1.049568395,6.392017611,14.20875,810.9,236.4407544,0.8
589,Heteromeles arbutifolia,596,12.634,2.5268,1630.190288,316.48,1582.4,1.5824,5,5.151005713,,37.95248,-122.31462,0.711892032,6.392017611,14.20875,812.1,476.6839378,3.2
590,Quercus agrifolia,597,14.998,1.87475,1209.51371,154.1125,1232.9,1.2329,8,7.848251829,,37.95248,-122.31462,0.89477293,6.392017611,14.20875,812.1,506.8239743,8.258291504
591,Umbellularia californica,598,16.552,2.758666667,1779.781387,181.9666667,1091.8,1.0918,6,9.780809965,,37.95248,-122.31462,0.990374821,6.392017611,14.20875,812.1,469.5106218,3
592,Salix spp.,599,15.081,2.154428571,1389.951137,141.6714286,991.7,0.9917,7,9.811090007,,37.95247,-122.31436,0.99171726,6.392017611,14.20875,812.1,397.1724939,10
593,Heteromeles arbutifolia,600,12.75,1.821428571,1175.112857,240.2714286,1681.9,1.6819,7,4.890772341,,37.95247,-122.31436,0.689377447,6.392017611,14.20875,812.1,469.2146743,4
594,Baccharis pilularis,601,4.249,0.607,391.61212,29.2,204.4,0.2044,7,13.41137397,,37.95247,-122.31436,1.127473273,6.392017611,14.20875,812.1,270.5493051,1.2
595,Quercus agrifolia,602,8.627,1.232428571,795.1136171,100.5,703.5,0.7035,7,7.91157828,,37.95247,-122.31436,0.89826313,6.392017611,14.20875,812.1,457.3230189,10.35998471
596,Salix spp.,603,11.331,2.2662,1462.061592,193.1,965.5,0.9655,5,7.571525593,,37.95221,-122.31343,0.879183395,6.392017611,14.20875,812.1,433.1344489,6.5
597,Heteromeles arbutifolia,604,12.795,2.559,1650.96444,369.84,1849.2,1.8492,5,4.463996431,,37.95221,-122.31343,0.649723839,6.392017611,14.20875,812.1,458.2672482,3.5
598,Baccharis pilularis,605,2.669,0.2669,172.193204,16.957,169.57,0.16957,10,10.15469741,,37.95221,-122.31343,1.006666987,6.392017611,14.20875,812.1,312.2261094,7.5
599,Quercus agrifolia,606,6.184,1.030666667,664.9449067,68.33333333,410,0.41,6,9.730901073,,37.95221,-122.31343,0.988153057,6.392017611,14.20875,812.1,526.2482351,6.5
600,Umbellularia californica,607,22.099,2.762375,1782.173855,230.525,1844.2,1.8442,8,7.730935278,,37.9506,-122.3106,0.888232037,6.416225618,14.38083333,734.4,485.0860119,4
601,Quercus agrifolia,608,7.892,1.127428571,727.3718171,82.6,578.2,0.5782,7,8.805954203,,37.9506,-122.3106,0.944776423,6.416225618,14.38083333,734.4,472,10.33871451
602,Aesculus californica,609,18.997,3.7994,2451.220904,112.62,563.1,0.5631,5,21.76541382,,37.35743,-121.72599,1.337766929,6.452900327,15.02,856.4,203.6454378,11.49855739
603,Umbellularia californica,610,6.736,1.3472,869.159552,96.02,480.1,0.4801,5,9.051859529,,37.35743,-121.72599,0.956737806,6.452900327,15.02,856.4,482.9008248,5.8
604,Quercus lobata,611,18.131,6.043666667,3899.131987,432.8,1298.4,1.2984,3,9.009084997,,37.35743,-121.72599,0.954680684,6.452900327,15.02,856.4,470.0260643,12.80359603
605,Umbellularia californica,612,12.391,2.065166667,1332.362927,159.05,954.3,0.9543,6,8.377006769,,37.38382,-121.74359,0.923088866,6.477787415,14.75958333,863.3,517.4320881,3.5
606,Quercus lobata,613,26.356,5.2712,3400.767392,351.26,1756.3,1.7563,5,9.681624415,,37.38382,-121.74359,0.985948231,6.477787415,14.75958333,863.3,440.8162241,12.94989845
607,Quercus agrifolia,614,8.584,2.146,1384.51336,192.375,769.5,0.7695,4,7.196950539,,37.38422,-121.74403,0.857148518,6.477787415,14.75958333,840.8,495.58833,7.143948483
