id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
3819	Dicot	Hydrophyllaceae	Nama hispidum var. spathulatum	Nama hispidum	Nama hispidum A. Gray var. spathulatum (Torrey) C.L. Hitchc.	Nama	hispidum	A. Gray	var.	spathulatum	(Torrey) C.L. Hitchc.	1	1	1	1
3820	Dicot	Hydrophyllaceae	Nama lobbii	Nama lobbii	Nama lobbii A. Gray	Nama	lobbii	A. Gray				1	1	0	1
3821	Dicot	Hydrophyllaceae	Nama pusillum	Nama pusillum	Nama pusillum A. Gray	Nama	pusillum	A. Gray				1	1	0	1
3822	Dicot	Hydrophyllaceae	Nama rothrockii	Nama rothrockii	Nama rothrockii A. Gray	Nama	rothrockii	A. Gray				1	1	0	1
3823	Dicot	Hydrophyllaceae	Nama stenocarpum	Nama stenocarpum	Nama stenocarpum A. Gray	Nama	stenocarpum	A. Gray				1	1	0	1
3824	Dicot	Hydrophyllaceae	Nemophila breviflora	Nemophila breviflora	Nemophila breviflora A. Gray	Nemophila	breviflora	A. Gray				1	1	0	1
3825	Dicot	Hydrophyllaceae	Nemophila heterophylla	Nemophila heterophylla	Nemophila heterophylla Fisch. & C.A. Mey.	Nemophila	heterophylla	Fisch. & C.A. Mey.				1	1	0	1
3826	Dicot	Hydrophyllaceae	Nemophila maculata	Nemophila maculata	Nemophila maculata Lindl.	Nemophila	maculata	Lindl.				1	1	0	1
3827	Dicot	Hydrophyllaceae	Nemophila menziesii	Nemophila menziesii	Nemophila menziesii Hook. & Arn.	Nemophila	menziesii	Hook. & Arn.				1	0	0	1
3828	Dicot	Hydrophyllaceae	Nemophila menziesii var. atomaria	Nemophila menziesii	Nemophila menziesii Hook. & Arn. var. atomaria (Fisch. & C.A. Mey.) Chandler	Nemophila	menziesii	Hook. & Arn.	var.	atomaria	(Fisch. & C.A. Mey.) Chandler	1	1	1	0
3829	Dicot	Hydrophyllaceae	Nemophila menziesii var. integrifolia	Nemophila menziesii	Nemophila menziesii Hook. & Arn. var. integrifolia Parish	Nemophila	menziesii	Hook. & Arn.	var.	integrifolia	Parish	1	1	1	0
3830	Dicot	Hydrophyllaceae	Nemophila menziesii var. menziesii	Nemophila menziesii	Nemophila menziesii Hook. & Arn. var. menziesii	Nemophila	menziesii	Hook. & Arn.	var.	menziesii		1	1	1	0
3831	Dicot	Hydrophyllaceae	Nemophila parviflora	Nemophila parviflora	Nemophila parviflora Benth.	Nemophila	parviflora	Benth.				1	0	0	1
3832	Dicot	Hydrophyllaceae	Nemophila parviflora var. austiniae	Nemophila parviflora	Nemophila parviflora Benth. var. austiniae (Eastw.) Brand	Nemophila	parviflora	Benth.	var.	austiniae	(Eastw.) Brand 	1	1	1	0
3833	Dicot	Hydrophyllaceae	Nemophila parviflora var. parviflora	Nemophila parviflora	Nemophila parviflora Benth. var. parviflora	Nemophila	parviflora	Benth.	var.	parviflora		1	1	1	0
3834	Dicot	Hydrophyllaceae	Nemophila parviflora var. quercifolia	Nemophila parviflora	Nemophila parviflora Benth. var. quercifolia (Eastw.) Chandler	Nemophila	parviflora	Benth.	var.	quercifolia	(Eastw.) Chandler	1	1	1	0
3835	Dicot	Hydrophyllaceae	Nemophila pedunculata	Nemophila pedunculata	Nemophila pedunculata Benth.	Nemophila	pedunculata	Benth.				1	1	0	1
3836	Dicot	Hydrophyllaceae	Nemophila pulchella	Nemophila pulchella	Nemophila pulchella Eastw.	Nemophila	pulchella	Eastw.				1	0	0	1
3837	Dicot	Hydrophyllaceae	Nemophila pulchella var. fremontii	Nemophila pulchella	Nemophila pulchella Eastw. var. fremontii (Elmer) Constance	Nemophila	pulchella	Eastw.	var.	fremontii	(Elmer) Constance	1	1	1	0
3838	Dicot	Hydrophyllaceae	Nemophila pulchella var. gracilis	Nemophila pulchella	Nemophila pulchella Eastw. var. gracilis (Eastw.) Constance	Nemophila	pulchella	Eastw.	var.	gracilis	(Eastw.) Constance	1	1	1	0
3839	Dicot	Hydrophyllaceae	Nemophila pulchella var. pulchella	Nemophila pulchella	Nemophila pulchella Eastw. var. pulchella	Nemophila	pulchella	Eastw.	var.	pulchella		1	1	1	0
3840	Dicot	Hydrophyllaceae	Nemophila spatulata	Nemophila spatulata	Nemophila spatulata Coville	Nemophila	spatulata	Coville				1	1	0	1
3841	Dicot	Hydrophyllaceae	Phacelia adenophora	Phacelia adenophora	Phacelia adenophora J.T. Howell	Phacelia	adenophora	J.T. Howell				1	1	0	1
3842	Dicot	Hydrophyllaceae	Phacelia affinis	Phacelia affinis	Phacelia affinis A. Gray	Phacelia	affinis	A. Gray				1	1	0	1
3843	Dicot	Hydrophyllaceae	Phacelia amabilis	Phacelia amabilis	Phacelia amabilis Constance	Phacelia	amabilis	Constance				1	1	0	1
3844	Dicot	Hydrophyllaceae	Phacelia anelsonii	Phacelia anelsonii	Phacelia anelsonii J.F. Macbr.	Phacelia	anelsonii	J.F. Macbr.				1	1	0	1
3845	Dicot	Hydrophyllaceae	Phacelia argentea	Phacelia argentea	Phacelia argentea A. Nelson & J.F. Macbr	Phacelia	argentea	A. Nelson & J.F. Macbr				1	1	0	1
3846	Dicot	Hydrophyllaceae	Phacelia austromontana	Phacelia austromontana	Phacelia austromontana J.T. Howell	Phacelia	austromontana	J.T. Howell				1	1	0	1
3847	Dicot	Hydrophyllaceae	Phacelia barnebyana	Phacelia barnebyana	Phacelia barnebyana J.T. Howell	Phacelia	barnebyana	J.T. Howell				1	1	0	1
3848	Dicot	Hydrophyllaceae	Phacelia bicolor var. bicolor	Phacelia bicolor	Phacelia bicolor S. Watson var. bicolor	Phacelia	bicolor	S. Watson	var.	bicolor		1	1	1	1
3849	Dicot	Hydrophyllaceae	Phacelia bolanderi	Phacelia bolanderi	Phacelia bolanderi A. Gray	Phacelia	bolanderi	A. Gray				1	1	0	1
3850	Dicot	Hydrophyllaceae	Phacelia brachyloba	Phacelia brachyloba	Phacelia brachyloba (Benth.) A. Gray	Phacelia	brachyloba	(Benth.) A. Gray				1	1	0	1
3851	Dicot	Hydrophyllaceae	Phacelia breweri	Phacelia breweri	Phacelia breweri A. Gray	Phacelia	breweri	A. Gray				1	1	0	1
3852	Dicot	Hydrophyllaceae	Phacelia californica	Phacelia californica	Phacelia californica Cham.	Phacelia	californica	Cham.				1	1	0	1
3853	Dicot	Hydrophyllaceae	Phacelia calthifolia	Phacelia calthifolia	Phacelia calthifolia Brand	Phacelia	calthifolia	Brand				1	1	0	1
3854	Dicot	Hydrophyllaceae	Phacelia campanularia	Phacelia campanularia	Phacelia campanularia A. Gray	Phacelia	campanularia	A. Gray				1	0	0	1
3855	Dicot	Hydrophyllaceae	Phacelia campanularia ssp. campanularia	Phacelia campanularia	Phacelia campanularia A. Gray ssp. campanularia	Phacelia	campanularia	A. Gray	ssp.	campanularia		1	1	1	0
3856	Dicot	Hydrophyllaceae	Phacelia campanularia ssp. vasiformis	Phacelia campanularia	Phacelia campanularia A. Gray ssp. vasiformis G.W. Gillett	Phacelia	campanularia	A. Gray	ssp.	vasiformis	G.W. Gillett	1	1	1	0
3857	Dicot	Hydrophyllaceae	Phacelia cicutaria	Phacelia cicutaria	Phacelia cicutaria Greene	Phacelia	cicutaria	Greene				1	0	0	1
3858	Dicot	Hydrophyllaceae	Phacelia cicutaria var. cicutaria	Phacelia cicutaria	Phacelia cicutaria Greene var. cicutaria	Phacelia	cicutaria	Greene	var.	cicutaria		1	1	1	0
3859	Dicot	Hydrophyllaceae	Phacelia cicutaria var. hispida	Phacelia cicutaria	Phacelia cicutaria Greene var. hispida (A. Gray) J.T. Howell	Phacelia	cicutaria	Greene	var.	hispida	(A. Gray) J.T. Howell	1	1	1	0
3860	Dicot	Hydrophyllaceae	Phacelia cicutaria var. hubbyi	Phacelia cicutaria	Phacelia cicutaria Greene var. hubbyi (J.F. Macbr.) J.T. Howell	Phacelia	cicutaria	Greene	var.	hubbyi	(J.F. Macbr.) J.T. Howell	1	1	1	0
3861	Dicot	Hydrophyllaceae	Phacelia ciliata	Phacelia ciliata	Phacelia ciliata Benth	Phacelia	ciliata	Benth				1	1	0	1
3862	Dicot	Hydrophyllaceae	Phacelia coerulea	Phacelia coerulea	Phacelia coerulea Greene	Phacelia	coerulea	Greene				1	1	0	1
3863	Dicot	Hydrophyllaceae	Phacelia congdonii	Phacelia congdonii	Phacelia congdonii Greene	Phacelia	congdonii	Greene				1	1	0	1
3864	Dicot	Hydrophyllaceae	Phacelia cookei	Phacelia cookei	Phacelia cookei Constance & Heckard	Phacelia	cookei	Constance & Heckard				1	1	0	1
3865	Dicot	Hydrophyllaceae	Phacelia corymbosa	Phacelia corymbosa	Phacelia corymbosa Jeps.	Phacelia	corymbosa	Jeps.				1	1	0	1
3866	Dicot	Hydrophyllaceae	Phacelia crenulata	Phacelia crenulata	Phacelia crenulata Torrey	Phacelia	crenulata	Torrey				1	0	0	1
3867	Dicot	Hydrophyllaceae	Phacelia crenulata var. ambigua	Phacelia crenulata	Phacelia crenulata Torrey var. ambigua (M.E. Jones) J.F. Macbr.	Phacelia	crenulata	Torrey	var.	ambigua	(M.E. Jones) J.F. Macbr.	1	1	1	0
3868	Dicot	Hydrophyllaceae	Phacelia crenulata var. crenulata	Phacelia crenulata	Phacelia crenulata Torrey var. crenulata	Phacelia	crenulata	Torrey	var.	crenulata		1	1	1	0
3869	Dicot	Hydrophyllaceae	Phacelia crenulata var. minutiflora	Phacelia crenulata	Phacelia crenulata Torrey var. minutiflora (J. Voss) Jeps.	Phacelia	crenulata	Torrey	var.	minutiflora	(J. Voss) Jeps.	1	1	1	0
3870	Dicot	Hydrophyllaceae	Phacelia cryptantha	Phacelia cryptantha	Phacelia cryptantha Greene	Phacelia	cryptantha	Greene				1	1	0	1
3871	Dicot	Hydrophyllaceae	Phacelia curvipes	Phacelia curvipes	Phacelia curvipes S. Watson	Phacelia	curvipes	S. Watson				1	1	0	1
3872	Dicot	Hydrophyllaceae	Phacelia dalesiana	Phacelia dalesiana	Phacelia dalesiana J.T. Howell	Phacelia	dalesiana	J.T. Howell				1	1	0	1
3873	Dicot	Hydrophyllaceae	Phacelia davidsonii	Phacelia davidsonii	Phacelia davidsonii A. Gray	Phacelia	davidsonii	A. Gray				1	1	0	1
3874	Dicot	Hydrophyllaceae	Phacelia distans	Phacelia distans	Phacelia distans Benth.	Phacelia	distans	Benth.				1	1	0	1
3875	Dicot	Hydrophyllaceae	Phacelia divaricata	Phacelia divaricata	Phacelia divaricata (Benth.) A. Gray	Phacelia	divaricata	(Benth.) A. Gray				1	1	0	1
3876	Dicot	Hydrophyllaceae	Phacelia douglasii	Phacelia douglasii	Phacelia douglasii (Benth.) Torrey	Phacelia	douglasii	(Benth.) Torrey				1	1	0	1
3877	Dicot	Hydrophyllaceae	Phacelia egena	Phacelia egena	Phacelia egena (Brand) J.T. Howell	Phacelia	egena	(Brand) J.T. Howell				1	1	0	1
3878	Dicot	Hydrophyllaceae	Phacelia eisenii	Phacelia eisenii	Phacelia eisenii Brandegee	Phacelia	eisenii	Brandegee				1	1	0	1
3879	Dicot	Hydrophyllaceae	Phacelia exilis	Phacelia exilis	Phacelia exilis (A. Gray) G.J. Lee	Phacelia	exilis	(A. Gray) G.J. Lee				1	1	0	1
3880	Dicot	Hydrophyllaceae	Phacelia floribunda	Phacelia floribunda	Phacelia floribunda Greene	Phacelia	floribunda	Greene				1	1	0	1
3881	Dicot	Hydrophyllaceae	Phacelia fremontii	Phacelia fremontii	Phacelia fremontii Torrey	Phacelia	fremontii	Torrey				1	1	0	1
3882	Dicot	Hydrophyllaceae	Phacelia glandulifera	Phacelia glandulifera	Phacelia glandulifera Piper	Phacelia	glandulifera	Piper				1	1	0	1
3883	Dicot	Hydrophyllaceae	Phacelia grandiflora	Phacelia grandiflora	Phacelia grandiflora (Benth.) A. Gray	Phacelia	grandiflora	(Benth.) A. Gray				1	1	0	1
3884	Dicot	Hydrophyllaceae	Phacelia greenei	Phacelia greenei	Phacelia greenei J.T. Howell	Phacelia	greenei	J.T. Howell				1	1	0	1
3885	Dicot	Hydrophyllaceae	Phacelia grisea	Phacelia grisea	Phacelia grisea A. Gray	Phacelia	grisea	A. Gray				1	1	0	1
3886	Dicot	Hydrophyllaceae	Phacelia gymnoclada	Phacelia gymnoclada	Phacelia gymnoclada S. Watson	Phacelia	gymnoclada	S. Watson				1	1	0	1
3887	Dicot	Hydrophyllaceae	Phacelia hastata	Phacelia hastata	Phacelia hastata Lehm.	Phacelia	hastata	Lehm.				1	0	0	1
3888	Dicot	Hydrophyllaceae	Phacelia hastata ssp. compacta	Phacelia hastata	Phacelia hastata Lehm. ssp. compacta (Brand) Heckard	Phacelia	hastata	Lehm.	ssp.	compacta	(Brand) Heckard	1	1	1	0
3889	Dicot	Hydrophyllaceae	Phacelia hastata ssp. hastata	Phacelia hastata	Phacelia hastata Lehm. ssp. hastata	Phacelia	hastata	Lehm.	ssp.	hastata		1	1	1	0
3890	Dicot	Hydrophyllaceae	Phacelia heterophylla ssp. virgata	Phacelia heterophylla	Phacelia heterophylla Pursh ssp. virgata (Greene) Heckard	Phacelia	heterophylla	Pursh	ssp.	virgata	(Greene) Heckard	1	1	1	1
3891	Dicot	Hydrophyllaceae	Phacelia humilis	Phacelia humilis	Phacelia humilis Torrey & A. Gray	Phacelia	humilis	Torrey & A. Gray				1	0	0	1
3892	Dicot	Hydrophyllaceae	Phacelia humilis var. dudleyi	Phacelia humilis	Phacelia humilis Torrey & A. Gray var. dudleyi J.T. Howell	Phacelia	humilis	Torrey & A. Gray	var.	dudleyi	J.T. Howell	1	1	1	0
3893	Dicot	Hydrophyllaceae	Phacelia humilis var. humilis	Phacelia humilis	Phacelia humilis Torrey & A. Gray var. humilis	Phacelia	humilis	Torrey & A. Gray	var.	humilis		1	1	1	0
3894	Dicot	Hydrophyllaceae	Phacelia hydrophylloides	Phacelia hydrophylloides	Phacelia hydrophylloides A. Gray	Phacelia	hydrophylloides	A. Gray				1	1	0	1
3895	Dicot	Hydrophyllaceae	Phacelia imbricata	Phacelia imbricata	Phacelia imbricata Greene	Phacelia	imbricata	Greene				1	0	0	1
3896	Dicot	Hydrophyllaceae	Phacelia imbricata ssp. imbricata	Phacelia imbricata	Phacelia imbricata Greene ssp. imbricata	Phacelia	imbricata	Greene	ssp.	imbricata		1	1	1	0
3897	Dicot	Hydrophyllaceae	Phacelia imbricata ssp. patula	Phacelia imbricata	Phacelia imbricata Greene ssp. patula (Brand) Heckard	Phacelia	imbricata	Greene	ssp.	patula	(Brand) Heckard	1	1	1	0
3898	Dicot	Hydrophyllaceae	Phacelia insularis	Phacelia insularis	Phacelia insularis Munz	Phacelia	insularis	Munz				1	0	0	1
3899	Dicot	Hydrophyllaceae	Phacelia insularis var. continentis	Phacelia insularis	Phacelia insularis Munz var. continentis J.T. Howell	Phacelia	insularis	Munz	var.	continentis	J.T. Howell	1	1	1	0
3900	Dicot	Hydrophyllaceae	Phacelia insularis var. insularis	Phacelia insularis	Phacelia insularis Munz var. insularis	Phacelia	insularis	Munz	var.	insularis		1	1	1	0
3901	Dicot	Hydrophyllaceae	Phacelia inundata	Phacelia inundata	Phacelia inundata J.T. Howell	Phacelia	inundata	J.T. Howell				1	1	0	1
3902	Dicot	Hydrophyllaceae	Phacelia inyoensis	Phacelia inyoensis	Phacelia inyoensis (J.F. Macbr.) J.T. Howell	Phacelia	inyoensis	(J.F. Macbr.) J.T. Howell				1	1	0	1
3903	Dicot	Hydrophyllaceae	Phacelia ivesiana	Phacelia ivesiana	Phacelia ivesiana Torrey	Phacelia	ivesiana	Torrey				1	1	0	1
3904	Dicot	Hydrophyllaceae	Phacelia ixodes	Phacelia ixodes	Phacelia ixodes Kellogg	Phacelia	ixodes	Kellogg				1	1	0	1
3905	Dicot	Hydrophyllaceae	Phacelia lemmonii	Phacelia lemmonii	Phacelia lemmonii A. Gray	Phacelia	lemmonii	A. Gray				1	1	0	1
3906	Dicot	Hydrophyllaceae	Phacelia leonis	Phacelia leonis	Phacelia leonis J.T. Howell	Phacelia	leonis	J.T. Howell				1	1	0	1
3907	Dicot	Hydrophyllaceae	Phacelia linearis	Phacelia linearis	Phacelia linearis (Pursh) Holzinger	Phacelia	linearis	(Pursh) Holzinger				1	1	0	1
3908	Dicot	Hydrophyllaceae	Phacelia longipes	Phacelia longipes	Phacelia longipes A. Gray	Phacelia	longipes	A. Gray				1	1	0	1
3909	Dicot	Hydrophyllaceae	Phacelia lyonii	Phacelia lyonii	Phacelia lyonii A. Gray	Phacelia	lyonii	A. Gray				1	1	0	1
3910	Dicot	Hydrophyllaceae	Phacelia malvifolia	Phacelia malvifolia	Phacelia malvifolia Cham.	Phacelia	malvifolia	Cham.				1	1	0	1
3911	Dicot	Hydrophyllaceae	Phacelia marcescens	Phacelia marcescens	Phacelia marcescens J.F. Macbr.	Phacelia	marcescens	J.F. Macbr.				1	1	0	1
3912	Dicot	Hydrophyllaceae	Phacelia minor	Phacelia minor	Phacelia minor (Harv.) Thell	Phacelia	minor	(Harv.) Thell				1	1	0	1
3913	Dicot	Hydrophyllaceae	Phacelia mohavensis	Phacelia mohavensis	Phacelia mohavensis A. Gray	Phacelia	mohavensis	A. Gray				1	1	0	1
3914	Dicot	Hydrophyllaceae	Phacelia monoensis	Phacelia monoensis	Phacelia monoensis R. Halse	Phacelia	monoensis	R. Halse				1	1	0	1
3915	Dicot	Hydrophyllaceae	Phacelia mustelina	Phacelia mustelina	Phacelia mustelina Coville	Phacelia	mustelina	Coville				1	1	0	1
3916	Dicot	Hydrophyllaceae	Phacelia mutabilis	Phacelia mutabilis	Phacelia mutabilis Greene	Phacelia	mutabilis	Greene				1	1	0	1
3917	Dicot	Hydrophyllaceae	Phacelia nashiana	Phacelia nashiana	Phacelia nashiana Jeps.	Phacelia	nashiana	Jeps.				1	1	0	1
3918	Dicot	Hydrophyllaceae	Phacelia neglecta	Phacelia neglecta	Phacelia neglecta M.E. Jones	Phacelia	neglecta	M.E. Jones				1	1	0	1
3919	Dicot	Hydrophyllaceae	Phacelia nemoralis	Phacelia nemoralis	Phacelia nemoralis Greene	Phacelia	nemoralis	Greene				1	0	0	1
3920	Dicot	Hydrophyllaceae	Phacelia nemoralis ssp. nemoralis	Phacelia nemoralis	Phacelia nemoralis Greene ssp. nemoralis	Phacelia	nemoralis	Greene	ssp.	nemoralis		1	1	1	0
3921	Dicot	Hydrophyllaceae	Phacelia nemoralis ssp. oregonensis	Phacelia nemoralis	Phacelia nemoralis Greene ssp. oregonensis Heckard	Phacelia	nemoralis	Greene	ssp.	oregonensis	Heckard	1	1	1	0
3922	Dicot	Hydrophyllaceae	Phacelia novenmillensis	Phacelia novenmillensis	Phacelia novenmillensis Munz	Phacelia	novenmillensis	Munz				1	1	0	1
3923	Dicot	Hydrophyllaceae	Phacelia orogenes	Phacelia orogenes	Phacelia orogenes Brand	Phacelia	orogenes	Brand				1	1	0	1
3924	Dicot	Hydrophyllaceae	Phacelia pachyphylla	Phacelia pachyphylla	Phacelia pachyphylla A. Gray	Phacelia	pachyphylla	A. Gray				1	1	0	1
3925	Dicot	Hydrophyllaceae	Phacelia parishii	Phacelia parishii	Phacelia parishii A. Gray	Phacelia	parishii	A. Gray				1	1	0	1
3926	Dicot	Hydrophyllaceae	Phacelia parryi	Phacelia parryi	Phacelia parryi Torrey	Phacelia	parryi	Torrey				1	1	0	1
3927	Dicot	Hydrophyllaceae	Phacelia pedicellata	Phacelia pedicellata	Phacelia pedicellata A. Gray	Phacelia	pedicellata	A. Gray				1	1	0	1
3928	Dicot	Hydrophyllaceae	Phacelia peirsoniana	Phacelia peirsoniana	Phacelia peirsoniana J.T. Howell	Phacelia	peirsoniana	J.T. Howell				1	1	0	1
3929	Dicot	Hydrophyllaceae	Phacelia perityloides	Phacelia perityloides	Phacelia perityloides Coville	Phacelia	perityloides	Coville				1	0	0	1
3930	Dicot	Hydrophyllaceae	Phacelia perityloides var. jaegeri	Phacelia perityloides	Phacelia perityloides Coville var. jaegeri Munz	Phacelia	perityloides	Coville	var.	jaegeri	Munz	1	1	1	0
3931	Dicot	Hydrophyllaceae	Phacelia perityloides var. perityloides	Phacelia perityloides	Phacelia perityloides Coville var. perityloides	Phacelia	perityloides	Coville	var.	perityloides		1	1	1	0
3932	Dicot	Hydrophyllaceae	Phacelia phacelioides	Phacelia phacelioides	Phacelia phacelioides (Benth.) Brand	Phacelia	phacelioides	(Benth.) Brand				1	1	0	1
3933	Dicot	Hydrophyllaceae	Phacelia platyloba	Phacelia platyloba	Phacelia platyloba A. Gray	Phacelia	platyloba	A. Gray				1	1	0	1
3934	Dicot	Hydrophyllaceae	Phacelia pringlei	Phacelia pringlei	Phacelia pringlei A. Gray	Phacelia	pringlei	A. Gray				1	1	0	1
3935	Dicot	Hydrophyllaceae	Phacelia procera	Phacelia procera	Phacelia procera A. Gray	Phacelia	procera	A. Gray				1	1	0	1
3936	Dicot	Hydrophyllaceae	Phacelia pulchella var. gooddingii	Phacelia pulchella	Phacelia pulchella A. Gray var. gooddingii (Brand) J.T. Howell	Phacelia	pulchella	A. Gray	var.	gooddingii	(Brand) J.T. Howell	1	1	1	1
3937	Dicot	Hydrophyllaceae	Phacelia purpusii	Phacelia purpusii	Phacelia purpusii Brandegee	Phacelia	purpusii	Brandegee				1	1	0	1
3938	Dicot	Hydrophyllaceae	Phacelia quickii	Phacelia quickii	Phacelia quickii J.T. Howell	Phacelia	quickii	J.T. Howell				1	1	0	1
3939	Dicot	Hydrophyllaceae	Phacelia racemosa	Phacelia racemosa	Phacelia racemosa (Kellogg) Brandegee	Phacelia	racemosa	(Kellogg) Brandegee				1	1	0	1
3940	Dicot	Hydrophyllaceae	Phacelia ramosissima	Phacelia ramosissima	Phacelia ramosissima Lehm.	Phacelia	ramosissima	Lehm.				1	0	0	1
3941	Dicot	Hydrophyllaceae	Phacelia ramosissima var. austrolitoralis	Phacelia ramosissima	Phacelia ramosissima Lehm. var. austrolitoralis Munz	Phacelia	ramosissima	Lehm.	var.	austrolitoralis	Munz	1	1	1	0
3942	Dicot	Hydrophyllaceae	Phacelia ramosissima var. eremophila	Phacelia ramosissima	Phacelia ramosissima Lehm. var. eremophila (Greene) J.F. Macbr.	Phacelia	ramosissima	Lehm.	var.	eremophila	(Greene) J.F. Macbr.	1	1	1	0
3943	Dicot	Hydrophyllaceae	Phacelia ramosissima var. latifolia	Phacelia ramosissima	Phacelia ramosissima Lehm. var. latifolia (Torrey) Cronquist	Phacelia	ramosissima	Lehm.	var.	latifolia	(Torrey) Cronquist	1	1	1	0
3944	Dicot	Hydrophyllaceae	Phacelia ramosissima var. montereyensis	Phacelia ramosissima	Phacelia ramosissima Lehm. var. montereyensis Munz	Phacelia	ramosissima	Lehm.	var.	montereyensis	Munz	1	1	1	0
3945	Dicot	Hydrophyllaceae	Phacelia ramosissima var. ramosissima	Phacelia ramosissima	Phacelia ramosissima Lehm. var. ramosissima	Phacelia	ramosissima	Lehm.	var.	ramosissima		1	1	1	0
3946	Dicot	Hydrophyllaceae	Phacelia ramosissima var. subglabra	Phacelia ramosissima	Phacelia ramosissima Lehm. var. subglabra M. Peck	Phacelia	ramosissima	Lehm.	var.	subglabra	M. Peck	1	1	1	0
3947	Dicot	Hydrophyllaceae	Phacelia rattanii	Phacelia rattanii	Phacelia rattanii A. Gray	Phacelia	rattanii	A. Gray				1	1	0	1
3948	Dicot	Hydrophyllaceae	Phacelia rotundifolia	Phacelia rotundifolia	Phacelia rotundifolia S. Wats.	Phacelia	rotundifolia	S. Wats.				1	1	0	1
3949	Dicot	Hydrophyllaceae	Phacelia saxicola	Phacelia saxicola	Phacelia saxicola A. Gray	Phacelia	saxicola	A. Gray				1	1	0	1
3950	Dicot	Hydrophyllaceae	Phacelia sericea var. ciliosa	Phacelia sericea	Phacelia sericea (Graham) A. Gray var. ciliosa Rydb	Phacelia	sericea	(Graham) A. Gray	var.	ciliosa	Rydb	1	1	1	1
3951	Dicot	Hydrophyllaceae	Phacelia stebbinsii	Phacelia stebbinsii	Phacelia stebbinsii Constance & Heckard	Phacelia	stebbinsii	Constance & Heckard				1	1	0	1
3952	Dicot	Hydrophyllaceae	Phacelia stellaris	Phacelia stellaris	Phacelia stellaris Brand	Phacelia	stellaris	Brand				1	1	0	1
3953	Dicot	Hydrophyllaceae	Phacelia suaveolens	Phacelia suaveolens	Phacelia suaveolens Greene	Phacelia	suaveolens	Greene				1	0	0	1
3954	Dicot	Hydrophyllaceae	Phacelia suaveolens var. keckii	Phacelia suaveolens	Phacelia suaveolens Greene var. keckii (Munz & I.M. Johnst.) J.T. Howell	Phacelia	suaveolens	Greene	var.	keckii	(Munz & I.M. Johnst.) J.T. Howell	1	1	1	0
3955	Dicot	Hydrophyllaceae	Phacelia suaveolens var. suaveolens	Phacelia suaveolens	Phacelia suaveolens Greene var. suaveolens	Phacelia	suaveolens	Greene	var.	suaveolens		1	1	1	0
3956	Dicot	Hydrophyllaceae	Phacelia tanacetifolia	Phacelia tanacetifolia	Phacelia tanacetifolia Benth.	Phacelia	tanacetifolia	Benth.				1	1	0	1
3957	Dicot	Hydrophyllaceae	Phacelia tetramera	Phacelia tetramera	Phacelia tetramera J.T. Howell	Phacelia	tetramera	J.T. Howell				1	1	0	1
3958	Dicot	Hydrophyllaceae	Phacelia thermalis	Phacelia thermalis	Phacelia thermalis Greene	Phacelia	thermalis	Greene				1	1	0	1
3959	Dicot	Hydrophyllaceae	Phacelia umbrosa	Phacelia umbrosa	Phacelia umbrosa Greene	Phacelia	umbrosa	Greene				1	1	0	1
3960	Dicot	Hydrophyllaceae	Phacelia vallicola	Phacelia vallicola	Phacelia vallicola Brand	Phacelia	vallicola	Brand				1	1	0	1
3961	Dicot	Hydrophyllaceae	Phacelia vallis-mortae	Phacelia vallis-mortae	Phacelia vallis-mortae J. Voss	Phacelia	vallis-mortae	J. Voss				1	1	0	1
3962	Dicot	Hydrophyllaceae	Phacelia viscida	Phacelia viscida	Phacelia viscida (Benth.) Torrey	Phacelia	viscida	(Benth.) Torrey				1	1	0	1
3963	Dicot	Hydrophyllaceae	Pholistoma auritum	Pholistoma auritum	Pholistoma auritum (Lindl.) Lilja	Pholistoma	auritum	(Lindl.) Lilja				1	0	0	1
